id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Petshop_7.057.516,Petz,Petz Taboão da Serra,Rua,"R do Tesouro, 662",Taboão da Serra,06754-190,Petshop,-23.608496,-46.758055
Petshop_7.057.518,Petz,Petz Teotônio Vilela,Rua,"Av Senador Teotônio Vilela, 4482",Vila Sao Jose,04864-001,Petshop,-23.633551,-46.577273
Petshop_7.057.519,Petz,Petz São Miguel,Rua,"Av São Miguel, 7988",Vila Norma,08070-001,Petshop,-23.552139,-46.647198
Petshop_7.336.042,Petland,Petland Padre Antônio,Rua,Av. Pe. Antonio José dos Santos 1349,Cidade Monções,04563-013,Petshop,-23.60783,-46.68999
Petshop_7.336.047,Cobasi,Cobasi Shopping Aricanduva,Shopping Center,Av. Aricanduva 5555,Parque Savoy,03527-900,Petshop,-24.169167,-46.77286
Petshop_8.089.881,Petz,Petz Carrefour Anchieta,Supermercado,"Av Marginal Direita Anchieta, 3398",Jardim Maria Estela,04246-900,Petshop,-23.631166,-46.598839
Petshop_8.089.900,Petland,Petland Vila Andrade,Rua,R Nelson Gama de Oliveira 918,Vila Andrade,05.734-150,Petshop,-23.6289,-46.740051
Petshop_4.700.750,Cobasi,Teodoro Sampaio,Supermercado,Rua Doutor Nestor Sampaio Penteado, Americanópolis,4409060,Petshop,-23.677477,-46.651845
Petshop_4.700.752,Cobasi,Rua Augusta,Rua,Rua Adelaide Augusta Câmara, Americanópolis,4335100,Petshop,-23.66559,-46.638715
Petshop_4.700.754,Cobasi,Butantã,Supermercado,Rua Francisco Enes, Balneário Mar Paulista,4464020,Petshop,46.100567,5.128659
Petshop_4.700.755,Cobasi,Brooklin,Rua,Rua Ministro Washington de Oliveira, Brasilândia,2845060,Petshop,-23.467693,-46.693282
Petshop_4.700.757,Cobasi,Imigrantes,Rua,Rua Muniz de Sousa, Aclimação,1534000,Petshop,-23.562773,-46.623873
Petshop_4.700.757,Cobasi,Imigrantes,Rua,Rua Muniz de Sousa, Aclimação,1534001,Petshop,-23.562773,-46.623873
Petshop_4.700.758,Cobasi,Interlar Interlagos,Shopping Center,Avenida Interlagos 1857 Piso Inferior, Jardim Umuarama,4661971,Petshop,-23.669926,-46.677695
Petshop_4.700.759,Cobasi,Morumbi,Rua,Rua Dom Giovanni, Jardim São Bernardo,4844570,Petshop,-23.552139,-46.647198
Petshop_4.700.761,Cobasi,Villa Lobos,Rua,Rua Manoel Velasco, Vila Hamburguesa,5319010,Petshop,-23.536674,-46.731924
Petshop_4.700.762,Cobasi,Marginal Pinheiros,Rua,Rua das Pavanas, Americanópolis,4338080,Petshop,-23.669053,-46.648162
Petshop_4.700.773,Cobasi,Marginal Tietê,Rua,Rua Maria Prestes Maia, Vila Guilherme,2047000,Petshop,-23.516322,-46.621116
Petshop_4.840.160,Cobasi,Atlântica,Rua,"Rua Atlântica, 516", Jardim América,1440902,Petshop,-23.652387,-46.533937
Petshop_4.862.116,Cobasi,Ricardo Jafet,Rua,Rua Ricardo, Balneário Dom Carlos,4956060,Petshop,-23.552139,-46.647198
Petshop_4.862.116,Cobasi,Ricardo Jafet,Rua,Rua Ricardo, Vila Dom Pedro II,2246020,Petshop,-23.552139,-46.647198
Petshop_4.862.117,Cobasi,Braz Leme,Rua,"Avenida Brigadeiro Luís Antônio, 278", Bela Vista,1318901,Petshop,-23.553274,-46.638176
Petshop_5.388.193,Cobasi,Sena Madureira,Rua,Travessa R, Butantã,5508170,Petshop,-23.559524,-46.736244
Petshop_5.388.194,Cobasi,Pet Fácil Ricardo Jafet,Rua,Rua Doutor Félix, Aclimação,1533030,Petshop,-23.568967,-46.637908
Petshop_5.388.195,Cobasi,Pet Fácil Interlagos,Supermercado,Rua Dona Ana Pimentel, Água Branca,5002040,Petshop,-22.751938,-47.629119
Petshop_5.388.197,Cobasi,Rebouças,Rua,Rua Doutor Rubens Rebouças de Carvalho, Alto de Pinheiros,5467080,Petshop,-23.492285,-46.799507
Petshop_5.388.202,Cobasi,Pompéia,Rua,Rua Doutor Carlos Norberto de Souza Aranha, Alto de Pinheiros,5450010,Petshop,-23.549216,-46.707281
Petshop_5.388.202,Cobasi,Pompéia,Rua,Rua Doutor Carlos Norberto de Souza Aranha, Alto de Pinheiros,5450011,Petshop,-23.549216,-46.707281
Petshop_5.915.147,Cobasi,Extra Tietê,Supermercado,"Avenida Condessa Elisabeth de Robiano, 5500", Jardim América da Penha,3704900,Petshop,-23.522182,-46.555789
Petshop_5.915.166,Petland,Shopping Villa Lobos,Shopping Center,"Avenida das Nações Unidas, 4777", Jardim Universidade Pinheiros,5477902,Petshop,-23.577956,-46.694608
Petshop_5.915.166,Petland,Shopping Villa Lobos,Shopping Center,"Avenida das Nações Unidas, 4777", Jardim Universidade Pinheiros,5477903,Petshop,-23.577956,-46.694608
Petshop_6.501.876,Cobasi,Cobasi Campo Limpo,Rua,Rua Pais de Andrade, Aclimação,1530000,Petshop,-23.569342,-46.63093
Petshop_7.336.052,Cobasi,Cobasi Radial Leste Mooca,Rua,Praça Marechal Carlos Machado Bittencourt, Bela Aliança,5036035,Petshop,-23.499974,-46.554138
