id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Escola Privada_1772605,Privada,Oswald de Andrade Colegio Unidade I,Rua,"Girassol, 898",Vila Madalena,5433002,Escola Privada,-23.779579,-45.358564
Escola Privada_1772606,Privada,Waldorf Micael de Sao Paulo Colegio,Rua,"Pedro Alexandrino Soares, 68",Jardim Boa Vista Zona Oeste,5584010,Escola Privada,-23.638568,-46.561456
Escola Privada_1772607,Privada,Vertice Colegio Unidade I,Rua,"Isabel Princesa, 1036",Brooklin Paulista,4601002,Escola Privada,-23.552139,-46.647198
Escola Privada_1772608,Privada,Guilherme Dumont Villares Colegio,Rua,"Guilherme Dumont Villares Doutor, 723",Jardim Londrina,5640001,Escola Privada,-23.652387,-46.533937
Escola Privada_1772622,Privada,Pentagono Colegio Unidade Morumbi,Rua,"Nelson Gama de Oliveira, 1244",Vila Andrade,5734150,Escola Privada,-23.629205,-46.741486
Escola Privada_1772623,Privada,Instituto Educacional Alvorada Plus Escola do Pensar,Rua,"Conrado de Deo Professor, 41",Jardim Bom Refugio,5788360,Escola Privada,48.77353,9.17742
Escola Privada_1772625,Privada,Analise Colegio Unidade I,Rua,"Estrada do Campo Limpo, 5215",Campo Limpo,5787000,Escola Privada,-23.622131,-46.759527
Escola Privada_1772626,Privada,Sergio Buarque de Holanda Colegio,Rua,"Rua Amaro Guerra, 27",Granja Julieta,4711020,Escola Privada,-23.63374,-46.704073
Escola Privada_1772627,Privada,Fiap School,Rua,"Avenida Lins de Vasconcelos, 1264",Cambuci,1538001,Escola Privada,-23.574449,-46.62356
Escola Privada_1772628,Privada,Peixinho Vermelho Escola,Rua,"Avenida Eucaliptos, 265",Moema,4517050,Escola Privada,-23.606532,-46.673173
Escola Privada_1772629,Privada,Rede Decisao Unidade Pop,Rua,"Praca Padre Aleixo Monteiro Mafra, 18",Sao Miguel Paulista,8011010,Escola Privada,-23.491097,-46.444385
Escola Privada_1772630,Privada,Agostiniano Mendel Colegio,Rua,"Estevao Pernet Padre, 620",Vila Gomes Cardim,3315000,Escola Privada,-23.538573,-46.559549
