id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude,geometry
Farmacia_11.102.046,Drogaria Sp,Centro de Distribuicao Drogaria Sao Paulo,Rua,Viaduto Procurador Silvio de Ulhôa Cintra,Viaduto Procurador Silvio de Ulhôa Cintra,,Farmacia,-23.593138,-46.807095,POINT (-46.807095 -23.593138)
Farmacia_11.102.058,Droga Raia,Droga Raia,Rua,R. Joaquim Nabuco,Brooklin,04621001,Farmacia,-23.617752,-46.574559,POINT (-46.574559 -23.617752)
Farmacia_11.102.065,Ultrafarma Popular,Ultrafarma,Rua,R. das Margaridas,Jardim das Acacias,04704040,Farmacia,-20.940825,-48.459159,POINT (-48.459159 -20.940825)
Farmacia_11.102.072,Drogasil,Drogasil,Rua,Av. Manuel Pímentel,Jardim Planalto,03983020,Farmacia,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Farmacia_11.102.074,Drogasil,Drogasil,Rua,Rua Borba Gato,Granja Julieta,04743050,Farmacia,-22.268747,-50.545328,POINT (-50.545328 -22.268747)
Farmacia_11.102.078,Drogaria Sp,Drogaria Sao Paulo,Rua,Av. das Nações Unidas,Vila Cordeiro,04578000,Farmacia,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Farmacia_2.237.489,Farmais,Parada Xv,Rua,R Margarida Cristina Baumann 13,Jd Sao Vicente,08245490,Farmacia,-23.969767,-46.408334,POINT (-46.408334 -23.969767)
Farmacia_3.172.608,Farmais,Parque Novo Mundo,Rua,Pça Novo Mundo 164,Parque Novo Mundo,02185000,Farmacia,-21.726115,-41.312377,POINT (-41.312377 -21.726115)
Farmacia_4.284.174,Farmais,Sp Market,Shopping Center,Av das Nações Unidas 22540,Vl. Almeida,04795000,Farmacia,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Farmacia_7.048.892,Farmais,Farmais Jardim São Paulo IV,Rua,Estr. Estrada Iguatemi 2811,Jardim Pedra Branca,8485580,Farmacia,-23.113974,-48.612917,POINT (-48.612917 -23.113974)
Farmacia_7.048.894,Farmais,Farmais Morro Doce II,Rua,R. Rua Leopoldo de Passos Lima 108,Jardim Santa Fé,5271000,Farmacia,-23.474222,-46.782441,POINT (-46.782441 -23.474222)
Fast Food_10983188,Gendai,Gendai,Rua,Avenida Roque Petroni Júnior,Chácara Santo Antônio (zona Sul),04707000,Fast Food,-23.618596,-46.573278,POINT (-46.573278 -23.618596)
Fast Food_10983225,Pizza Hut,Pizza Hut Shopping SP Market Pizzaria Sobremesas Bebidas Sao Paulo,Rua,Av. das Nações Unidas,Jurubatuba,04295030,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10983703,Kfc,Kfc,Rua,Av. Francisco Matarazzo,Água Branca,05003100,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10984076,Burger King,Burger King,Rua,Estr. de Itapecerica,Vila Prel,05849440,Fast Food,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Fast Food_10984252,Gendai,Gendai,Rua,Av. do Anastácio,City América,05119000,Fast Food,-22.959421,-46.544639,POINT (-46.544639 -22.959421)
Fast Food_10984260,Subway,Subway,Rua,Av. Antártica,Água Branca,05003020,Fast Food,-22.73634,-47.600326,POINT (-47.600326 -22.73634)
Fast Food_10984398,Mcdonald´s,Mcdonalds,Rua,Av. Ragueb Chohfi,Jardim Três Marias,08340000,Fast Food,-20.960386,-48.489801,POINT (-48.489801 -20.960386)
Fast Food_10984464,Bob´s,Bobs Burgers,Rua,Av. Interlagos,Jardim Umuarama,04661200,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10984692,China In Box,China In Box,Rua,Av. Satélite,Cidade Satelite Santa Barbara,03989010,Fast Food,10.024494,-84.124184,POINT (-84.124184 10.024494)
Fast Food_10984868,Griletto,Griletto Shopping Campo Limpo,Rua,Estr. do Campo Limpo,Vila Prel,05777001,Fast Food,-22.109489,-49.070391,POINT (-49.070391 -22.109489)
Fast Food_10985146,Spoleto,Spoleto,Rua,Av. das Nações Unidas,Boçava,05477000,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10985436,Ragazzo,Novo Ragazzo,Rua,Av. Interlagos,Jardim Umuarama,04661200,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10985963,Kfc,Kfc,Rua,Estr. do Campo Limpo,Vila Prel,05777001,Fast Food,-22.109489,-49.070391,POINT (-49.070391 -22.109489)
Fast Food_10985964,Boali,Boali Shopping Analia Franco,Rua,Avenida Regente Feijó,Vila Reg. Feijó,03342900,Fast Food,-22.219178,-51.303898,POINT (-51.303898 -22.219178)
Fast Food_10986271,Mcdonald´s,Mcdonalds,Rua,Av. João Dias,Vila Cruzeiro,04724001,Fast Food,-20.946163,-48.493428,POINT (-48.493428 -20.946163)
Fast Food_10986292,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,Estr. do Campo Limpo,Vila das Belezas,05777001,Fast Food,-23.472259,-46.308702,POINT (-46.308702 -23.472259)
Fast Food_10986456,Gendai,Gendai,Rua,Av. Francisco Matarazzo,Água Branca,05003020,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10986960,Griletto,Griletto,Rua,Av. das Nações Unidas,Jurubatuba,04295030,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10987296,Vivenda do Camarão,Vivenda do Camarao,Rua,Av. Francisco Matarazzo,Água Branca,05003100,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10987429,Ragazzo,Ragazzo,Rua,R. Des. Eliseu Guilherme,Paraíso,04000030,Fast Food,-20.171852,-49.968848,POINT (-49.968848 -20.171852)
Fast Food_10987875,Spoleto,Spoleto,Rua,Av. Dr. Francisco Mesquita,Jardim Ibitirama,03153001,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10987983,Subway,Subway,Rua,Estr. de Itapecerica,Jardim Amalia,05858001,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10988053,Mcdonald´s,Mcdonalds,Rua,Av. Sapopemba,Jardim Adutora,03989000,Fast Food,-23.620798,-46.513838,POINT (-46.513838 -23.620798)
Fast Food_10988195,Jin Jin Wok,Jin Jin Wok,Rua,Av. Francisco Matarazzo,Água Branca,05003100,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10988209,Pizza Hut,Pizza Hut Shopping Paulista Pizzaria Sobremesas Bebidas em Sao Paulo,Rua,R. Treze de Maio,Cantinho do Céu,04849650,Fast Food,-20.207193,-40.272925,POINT (-40.272925 -20.207193)
Fast Food_10988582,Habib´s,Habibs,Rua,Av. Satélite,Cidade Satelite Santa Barbara,08330480,Fast Food,10.024494,-84.124184,POINT (-84.124184 10.024494)
Fast Food_10988659,Burger King,Burger King Shopping Campo Limpo,Rua,Estr. do Campo Limpo,Vila Prel,05777001,Fast Food,-22.109489,-49.070391,POINT (-49.070391 -22.109489)
Fast Food_10988944,Burger King,Burger King Drive Thru,Rua,Av. Ragueb Chohfi,Jardim Três Marias,08340001,Fast Food,-20.960386,-48.489801,POINT (-48.489801 -20.960386)
Fast Food_10989039,Subway,Subway,Rua,Jardim Cláudia,Jardim Cláudia,05577200,Fast Food,-23.73052345,-46.57617757640044,POINT (-46.57617757640044 -23.73052345)
Fast Food_10989387,Subway,Subway,Rua,Av. das Nacoes Unidas,Vila Almeida,04795000,Fast Food,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Fast Food_10989550,Mcdonald´s,Mcdonalds,Rua,R. Costa Barros,Sítio Pinheirinho,03210001,Fast Food,-23.436673,-46.300431,POINT (-46.300431 -23.436673)
Fast Food_10989651,Giraffas,Giraffas,Rua,Av. das Nações Unidas,Vila Almeida,04795000,Fast Food,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Fast Food_10989653,Mcdonald´s,Mcdonalds,Rua,R. Princesa Isabel,Cidade Monções,04601001,Fast Food,-23.636115,-46.580614,POINT (-46.580614 -23.636115)
Fast Food_10989838,Mcdonald´s,Mcdonalds,Rua,Rod. Fernão Dias,Tres Cruzes,02284000,Fast Food,-23.615555,-47.154672,POINT (-47.154672 -23.615555)
Fast Food_10989969,Mcdonald´s,Mcdonalds,Rua,Rua Guamiranga,Vila Independencia,04220020,Fast Food,-23.69854,-46.579792,POINT (-46.579792 -23.69854)
Fast Food_10990271,Bob´s,Bobs,Rua,Av. Francisco Matarazzo,Água Branca,05001000,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10990866,Habib´s,Habibs,Rua,Av. Itaberaba,Vila Nova Cachoeirinha,02739000,Fast Food,-23.895597,-46.425581,POINT (-46.425581 -23.895597)
Fast Food_10990940,Pizza Hut,Pizza Hut Chacara Santo Antonio Pizzaria Delivery em Sao Paulo SP,Rua,R. Américo Brasiliense,Chácara Santo Antônio (zona Sul),04715003,Fast Food,-23.618596,-46.573278,POINT (-46.573278 -23.618596)
Fast Food_10991053,Burger King,Burger King Shopping Dd,Rua,Av. das Nações Unidas,Cidade Monções,04578903,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10991121,Mania de Churrasco,Mania de Churrasco Prime Steak Burger,Rua,Av. das Nações Unidas,Cidade Monções,04578903,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10991169,Griletto,Griletto,Rua,Av. Cruzeiro do Sul,Tietê,02130050,Fast Food,-23.102337,-47.71315,POINT (-47.71315 -23.102337)
Fast Food_10991170,Vivenda do Camarão,Vivenda do Camarao,Rua,Avenida Aricanduva 5555 Arco Ff Loja 13,Jardim Santa Terezinha (zona Leste,03527908,Fast Food,-22.382244,-49.759791,POINT (-49.759791 -22.382244)
Fast Food_10991294,Burger King,Burger King Shopping West Plaza,Rua,Av. Antártica,Água Branca,05003020,Fast Food,-22.73634,-47.600326,POINT (-47.600326 -22.73634)
Fast Food_10991494,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,Av. Interlagos,Jardim Umuarama,04661200,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10991623,Ragazzo,Ragazzo,Rua,R. São Gonçalo do Abaeté,Parque Tiete,02870000,Fast Food,-23.438713,-46.528094,POINT (-46.528094 -23.438713)
Fast Food_10991985,Giraffas,Giraffas,Rua,Av. Francisco Matarazzo,Água Branca,05003020,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10992174,Subway,Subway,Rua,Av. do Oratório,Jardim Guairaca,03221200,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10992252,Boali,Boali Barra Funda,Rua,Avenida Francisco Matarazzo 1350 Bloco B Loja Boali,Água Branca,05001100,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10992439,Spoleto,Spoleto,Rua,Av. Aricanduva,Jardim Marília,03527900,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10992649,Gendai,Restaurante Japones Gendai,Rua,Av. das Nações Unidas,Jurubatuba,04295030,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10992781,Burger King,Burger King Drive Thru,Rua,Av. dos Bandeirantes,Parque Colonial,04071000,Fast Food,-23.701421,-46.406899,POINT (-46.406899 -23.701421)
Fast Food_10992926,Mcdonald´s,Mcdonalds,Rua,Rua Cácio de Moura,Jardim Piqueroby,03463060,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10993043,China In Box,China In Box Parque Sao Domingos,Rua,Av. do Anastácio,City América,05119000,Fast Food,-22.959421,-46.544639,POINT (-46.544639 -22.959421)
Fast Food_10993533,Bob´s,Bobs Burgers,Rua,Av. dos Bandeirantes,Planalto Paulista,04071010,Fast Food,-23.699226,-46.56788,POINT (-46.56788 -23.699226)
Fast Food_10993590,Pizza Hut,Pizza Hut Aeroporto Congonhas Pizzaria Sobremesas Bebidas em Sao Paulo,Rua,Av. Washington Luís,Vila Congonhas,04626911,Fast Food,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Fast Food_10993905,Ragazzo,Ragazzo Express,Rua,Av. das Nações Unidas,Jurubatuba,04295030,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10993975,Spoleto,Spoleto,Rua,Av. das Nações Unidas,Jurubatuba,04795000,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10994168,Burger King,Burger King Shopping SP Market,Rua,Av. das Nações Unidas,Vila Almeida,04795000,Fast Food,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Fast Food_10994267,Kfc,Kfc,Rua,Av. das Nações Unidas,Jurubatuba,04295030,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10994641,Ragazzo,Ragazzo,Rua,Av. do Oratório,Jardim Guairaca,03220200,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10994666,Habib´s,Habibs,Rua,Av. Eng. Armando de Arruda Pereira,Conceição,04309010,Fast Food,-23.6755826,-46.6295942,POINT (-46.6295942 -23.6755826)
Fast Food_10994764,Habib´s,Habibs,Rua,Estr. do Campo Limpo,Vila Prel,05777001,Fast Food,-22.109489,-49.070391,POINT (-49.070391 -22.109489)
Fast Food_10995092,Baked Potato,Baked Potato,Rua,Av. das Nações Unidas,Jurubatuba,04295030,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10995166,Mania de Churrasco,Mania de Churrasco Prime Steak Burger,Rua,Av. Francisco Matarazzo,Água Branca,05003100,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10995315,Mcdonald´s,Mcdonalds,Rua,Estr. Iguatemi,Jardim Pedra Branca,08490500,Fast Food,-23.113974,-48.612917,POINT (-48.612917 -23.113974)
Fast Food_10995320,Mcdonald´s,Mcdonalds,Rua,Av. Morumbi,Jardim Leonor,05606200,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10995420,Giraffas,Giraffas,Rua,Estr. do Campo Limpo,Vila Prel,05777001,Fast Food,-22.109489,-49.070391,POINT (-49.070391 -22.109489)
Fast Food_10995478,Habib´s,Habibs,Rua,R. Tamoios,Jardim Aeroporto,04630000,Fast Food,-23.22831171311108,-45.87781079418781,POINT (-45.87781079418781 -23.22831171311108)
Fast Food_10996195,Mcdonald´s,Mcdonalds,Rua,Av. das Nações Unidas,Jurubatuba,04795000,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10996334,Spoleto,Spoleto,Rua,Av. das Nações Unidas,Chácara Santo Antônio,05425070,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10996433,Pizza Hut,Pizza Hut Vila Lageado Pizzaria Delivery em Sao Paulo SP,Rua,Av. Corifeu de Azevedo Marques,Vila Lageado,05340002,Fast Food,-23.601496,-46.757819,POINT (-46.757819 -23.601496)
Fast Food_10996529,Baked Potato,Baked Potato,Rua,Av. Francisco Matarazzo,Água Branca,05003100,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10996657,Giraffas,Giraffas,Rua,Av. Dr. Ricardo Jafet,Vila São José,04260020,Fast Food,-23.633551,-46.577273,POINT (-46.577273 -23.633551)
Fast Food_10996704,Mcdonald´s,Mcdonalds,Rua,R. Parapuã,Vila Nina,02831000,Fast Food,-21.781654,-50.791587,POINT (-50.791587 -21.781654)
Fast Food_10996924,Mcdonald´s,Mcdonalds,Rua,Av. das Nações Unidas,Chácara Santo Antônio,04794000,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_10997462,Mcdonald´s,Mcdonalds,Rua,Av. Santa Catarina,Vila Santa Catarina,04378400,Fast Food,-23.39396935,-49.51227955060724,POINT (-49.51227955060724 -23.39396935)
Fast Food_10997480,Subway,Subway,Rua,Estr. do Campo Limpo,Vila Prel,05777000,Fast Food,-22.109489,-49.070391,POINT (-49.070391 -22.109489)
Fast Food_10997547,Mcdonald´s,Mcdonalds,Rua,Marginal Pinheiros,Jardim Panorama,05677000,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10997675,Habib´s,Habibs,Rua,Av. Dona Belmira Marin,Parque Alto do Rio Bonito,04846010,Fast Food,18.529381,-69.775759,POINT (-69.775759 18.529381)
Fast Food_10997753,Mcdonald´s,Mcdonalds,Rua,Rua Roque Petroni Júnior,Jardim das Acacias,04707000,Fast Food,-20.940825,-48.459159,POINT (-48.459159 -20.940825)
Fast Food_10997778,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,Av. Dr. Francisco Mesquita,Jardim Ibitirama,03153001,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10998083,Mania de Churrasco,Mania de Churrasco Prime Steak Burger,Rua,Av. das Nações Unidas,Vila Sao Francisco (zona Sul),04794000,Fast Food,-23.661074,-46.820136,POINT (-46.820136 -23.661074)
Fast Food_10998179,Mcdonald´s,Mcdonalds,Rua,Av. Francisco Matarazzo,Água Branca,05003900,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10998233,Subway,Subway,Rua,Av. Cupecê,Jardim Prudência,04366001,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_10998451,Giraffas,Giraffas Cafe da Manha Burger Almoco Sobremesas Aeroporto de Cgh SP,Rua,Av. Washington Luís,Vila Congonhas,04626911,Fast Food,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Fast Food_10998551,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,R. Borba Gato,R. Borba Gato,04747030,Fast Food,-21.1765878,-47.8238699,POINT (-47.8238699 -21.1765878)
Fast Food_10998554,Kfc,Kfc,Rua,Av. das Nações Unidas,Centro Histórico de,05695000,Fast Food,-23.690091,-46.561909,POINT (-46.561909 -23.690091)
Fast Food_10998558,Ragazzo,Ragazzo Express,Rua,Av. Eng. Armando de Arruda Pereira,Jardim Oriental,04308001,Fast Food,-23.627332,-46.576055,POINT (-46.576055 -23.627332)
Fast Food_10998696,Subway,Subway,Rua,Estr. do Campo Limpo,Vila Prel,05777001,Fast Food,-22.109489,-49.070391,POINT (-49.070391 -22.109489)
Fast Food_10998740,Burger King,Burger King Carrefour Raposo,Rua,Rod. Raposo Tavares,Jardim Cambara,06730000,Fast Food,-23.586236,-46.811597,POINT (-46.811597 -23.586236)
Fast Food_10998770,Ragazzo,Ragazzo,Rua,Av. Dr. Ricardo Jafet,Vila São José,04260020,Fast Food,-23.633551,-46.577273,POINT (-46.577273 -23.633551)
Fast Food_10998774,Pizza Hut,Pizza Hut Aeroporto Congonhas Pizzaria Sobremesas Bebidas em Sao Paulo,Rua,Av. Washington Luís,Vila Congonhas,04626911,Fast Food,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Fast Food_10998882,Jin Jin Wok,Jin Jin Wok Shopping Campo Limpo,Rua,Estr. do Campo Limpo,Vila Prel,05777001,Fast Food,-22.109489,-49.070391,POINT (-49.070391 -22.109489)
Fast Food_10999173,Kfc,Kfc,Rua,Av. Antártica,Água Branca,05003900,Fast Food,-22.73634,-47.600326,POINT (-47.600326 -22.73634)
Fast Food_10999234,Subway,Subway,Rua,Av. Atlântica,Jardim Ipanema,04772003,Fast Food,-23.665536,-46.542212,POINT (-46.542212 -23.665536)
Fast Food_10999575,Spoleto,Spoleto,Rua,Av. Francisco Matarazzo,Água Branca,05003020,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_10999666,Spoleto,Spoleto,Rua,Av. Giovanni Gronchi,Jardim Boa Vista (zona Oeste),05576100,Fast Food,-23.638568,-46.561456,POINT (-46.561456 -23.638568)
Fast Food_10999851,Mr. Pretzels,Mr Pretzels,Rua,Av. Dr. Ricardo Jafet,Vila São José,04123030,Fast Food,-23.633551,-46.577273,POINT (-46.577273 -23.633551)
Fast Food_11000144,Habib´s,Habibs,Rua,Estr. do Campo Limpo,Vila Prel,05777000,Fast Food,-22.109489,-49.070391,POINT (-49.070391 -22.109489)
Fast Food_11000165,Ragazzo,Ragazzo,Rua,Av. Alberto Augusto Alves,Jardim Sao Luiz,05724030,Fast Food,-23.64139,-46.811561,POINT (-46.811561 -23.64139)
Fast Food_11000233,Giraffas,Giraffas,Rua,Av. Francisco Matarazzo,Água Branca,05003100,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_11000368,Gendai,Restaurante Japones Gendai,Rua,Av. das Nações Unidas,Cidade Monções,04578000,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_11000697,Burger King,Burger King Drive Thru,Rua,Av. Pres. Tancredo Neves,Av. Pres. Tancredo Neves,04287010,Fast Food,-23.338909,-47.675531,POINT (-47.675531 -23.338909)
Fast Food_11000848,Griletto,Griletto West Plaza,Rua,Av. Antártica,Água Branca,05003020,Fast Food,-22.73634,-47.600326,POINT (-47.600326 -22.73634)
Fast Food_11001074,Burger King,Burger King Shopping Parque da Cidade,Rua,Av. das Nações Unidas,Chácara Santo Antônio (zona Sul),04794000,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_11001288,Mcdonald´s,Mcdonalds,Rua,Av. Francisco Matarazzo,Água Branca,05005900,Fast Food,-22.751938,-47.629119,POINT (-47.629119 -22.751938)
Fast Food_11001338,Burger King,Burger King,Rua,Rod. Raposo Tavares,Jardim Adhemar de Barros,06730000,Fast Food,-23.586236,-46.811597,POINT (-46.811597 -23.586236)
Fast Food_11001555,Griletto,Griletto,Rua,Av. Aricanduva,Jardim Marília,03527000,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_11001595,Mania de Churrasco,Mania de Churrasco Prime Steak Burger,Rua,Avenida Brg. Faria Lima,Jardim Paulistano,01449010,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_11001760,Chef da Empada,Chef da Empada Carrefour Anchieta,Rua,Rod. Anchieta,Vila Vermelha,04182001,Fast Food,-23.681129,-46.557537,POINT (-46.557537 -23.681129)
Fast Food_11001890,Habib´s,Habibs,Rua,Av. Atlântica,Jardim Guarapiranga,04772004,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Fast Food_11001992,Mr. Pretzels,Mr Pretzels,Rua,Av. Aricanduva,Jardim Santa Teresinha,03527908,Fast Food,-23.635285,-46.532496,POINT (-46.532496 -23.635285)
Fast Food_11002213,Mcdonald´s,Mcdonalds,Rua,Estrada da Pedreira,Itaquera,08210150,Fast Food,-23.395492,-46.773855,POINT (-46.773855 -23.395492)
Fast Food_11002259,Habib´s,Habibs,Rua,Estr. de Itapecerica,Vila Dantas,05835004,Fast Food,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Fast Food_11002325,Ragazzo,Ragazzo,Rua,R. Moacir Simões da Rocha,Vila Sao Pedro,04674150,Fast Food,-23.533869,-46.813032,POINT (-46.813032 -23.533869)
Fast Food_11002554,Mania de Churrasco,Mania de Churrasco Prime Steak Burger,Rua,Av. das Nações Unidas,Jurubatuba,04295030,Fast Food,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Fast Food_11002639,Mcdonald´s,Mcdonalds,Rua,Rod. Fernão Dias,Jardim Modelo,02237000,Fast Food,-23.636827,-46.583183,POINT (-46.583183 -23.636827)
Fast Food_11002702,Habib´s,Habibs,Rua,Av. Sen. Teotônio Vilela,Jardim Casa Grande,04858002,Fast Food,-23.699525,-46.596705,POINT (-46.596705 -23.699525)
Fast Food_11002972,Pizza Hut,Pizza Hut,Rua,R. Tobias Barreto,Belenzinho,03176000,Fast Food,-23.562589,-46.799908,POINT (-46.799908 -23.562589)
Fast Food_11003330,China In Box,China In Box Chacara Santo Antonio,Rua,R. Américo Brasiliense,Chácara Santo Antônio,04715003,Fast Food,-23.614705,-46.565578,POINT (-46.565578 -23.614705)
Fast Food_11003537,Ragazzo,Ragazzo,Rua,Av. Carlos Oberhuber,Jardim Floresta,04836130,Fast Food,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Hipermercados e Supermercados_10.190.641,Assaí Atacadista,Assaí Atacadista,Rua,Av. das Nações Unidas,Vila Almeida,04795100,Hipermercados e Supermercados,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Hipermercados e Supermercados_10.246.530,Assaí Atacadista,Assaí Atacadista,Rua,Av. Nossa Senhora do Ó,Vila Albertina,02715000,Hipermercados e Supermercados,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Hipermercados e Supermercados_10.246.548,Hirota Supermercados,,Supermercado,"Av Interlagos, 3501",Vila Arrieta,04661200,Hipermercados e Supermercados,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Hipermercados e Supermercados_10.312.292,Assaí Atacadista,Assaí Atacadista,Rua,Av. Sargento Geraldo Sant`ana,Jardim Taquaral,04674225,Hipermercados e Supermercados,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Hipermercados e Supermercados_10.312.293,Assaí Atacadista,Assaí Atacadista,Rua,Av. Washington Luís,Vila Congonhas,04627901,Hipermercados e Supermercados,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Hipermercados e Supermercados_10.314.314,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Av. Onze de Junho,Vila Clementino,04041053,Hipermercados e Supermercados,-23.779579,-45.358564,POINT (-45.358564 -23.779579)
Hipermercados e Supermercados_10.314.318,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Av. Leonardo da Vinci,Vila Guarani (zona Sul),04313000,Hipermercados e Supermercados,-23.672749,-46.498564,POINT (-46.498564 -23.672749)
Hipermercados e Supermercados_10.416.210,Roldão,Roldão Auto Serviço Comércio de Alimentos,Rua,R. Manuel Bueno da Fonseca,Jardim Sao Luis (zona Leste),08121000,Hipermercados e Supermercados,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
Hipermercados e Supermercados_10.492.602,Spani Atacadista,Spani Atacadista,Rua,Rod. Raposo Tavares,Jardim Cláudia,05577200,Hipermercados e Supermercados,-23.586236,-46.811597,POINT (-46.811597 -23.586236)
Hipermercados e Supermercados_10.573.310,Mini Mercado Extra,Mini Mercado Extra,Rua,Av. Atlântica,Av. Atlântica,04772000,Hipermercados e Supermercados,-23.946641815947125,-46.284914135065605,POINT (-46.284914135065605 -23.946641815947125)
Hipermercados e Supermercados_10.573.387,Mini Mercado Extra,Mini Mercado Extra,Rua,Av. Corifeu de Azevedo Marques,Cidade São Francisco,05339005,Hipermercados e Supermercados,-23.661074,-46.820136,POINT (-46.820136 -23.661074)
Hipermercados e Supermercados_10.637.439,Carrefour Express,Carrefour Express - Shopping SP Market,Rua,Av. das Nações Unidas,Jurubatuba,04795000,Hipermercados e Supermercados,-23.5247,-46.758439,POINT (-46.758439 -23.5247)
Hipermercados e Supermercados_10.637.575,Carrefour Express,Carrefour Express Flechas,Rua,Rua das Flechas,Vila Santa Catarina,04364030,Hipermercados e Supermercados,-22.456828,-47.521792,POINT (-47.521792 -22.456828)
Hipermercados e Supermercados_10.662.557,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Alameda Lorena,Jardim Paulistano,01424007,Hipermercados e Supermercados,-23.652387,-46.533937,POINT (-46.533937 -23.652387)
