id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Hipermercados e Supermercados_10.662.710,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Artur Prado,Bela Vista,01322-000,Hipermercados e Supermercados,-23.563336,-46.643293
Hipermercados e Supermercados_10.662.718,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Barão do Bananal,Pompeia,05024-000,Hipermercados e Supermercados,-23.516386,-46.346509
Hipermercados e Supermercados_10.662.719,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Barão do Triunfo,Brooklin,04602-004,Hipermercados e Supermercados,-23.619762,-46.679003
Hipermercados e Supermercados_10.662.720,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Belmonte,Bela Aliança,05083-120,Hipermercados e Supermercados,-23.552139,-46.647198
Hipermercados e Supermercados_10.662.722,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Biobedas,Vila da Saúde,04302-010,Hipermercados e Supermercados,-23.61785,-46.6377
Hipermercados e Supermercados_10.662.726,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Butantã,Pinheiros,05424-000,Hipermercados e Supermercados,-23.569608,-46.697385
Hipermercados e Supermercados_10.662.727,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Campos Vergueiro,Vila Anastácio,05095-020,Hipermercados e Supermercados,-23.511943,-46.716497
Hipermercados e Supermercados_10.662.732,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Cel. Joaquim Antônio Dias,R. Cel. Joaquim Antônio Dias,03308-030,Hipermercados e Supermercados,-23.541794,-46.573807
Hipermercados e Supermercados_10.662.736,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. David Ben Gurion,Jardim Monte Kemel,05634-000,Hipermercados e Supermercados,-23.606404,-46.736933
Hipermercados e Supermercados_10.662.737,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Dep. João Sussumu Hirata,Vila Andrade,05715-010,Hipermercados e Supermercados,-23.629095,-46.731804
Hipermercados e Supermercados_10.662.738,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Diana,Pompeia,05019-000,Hipermercados e Supermercados,-23.331338,-46.753572
Hipermercados e Supermercados_10.662.739,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Dias Leme,Mooca,03118-040,Hipermercados e Supermercados,-23.561496,-46.59408
Hipermercados e Supermercados_10.662.743,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Dr. Fláquer,Paraíso,04006-010,Hipermercados e Supermercados,-23.709128,-46.549321
Hipermercados e Supermercados_10.662.755,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Helena,Vila Olímpia,04552-050,Hipermercados e Supermercados,-20.738465,-48.913529
Hipermercados e Supermercados_10.662.756,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Humberto I,Vila Mariana,04018-030,Hipermercados e Supermercados,-23.584878,-46.642154
Hipermercados e Supermercados_10.662.757,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Ibirajá,Vila Guarani,04310-020,Hipermercados e Supermercados,-23.672749,-46.498564
Hipermercados e Supermercados_10.662.781,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Marquês de Olinda,R. Marquês de Olinda,04277-000,Hipermercados e Supermercados,-23.552139,-46.647198
Hipermercados e Supermercados_10.662.783,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Me. Cabrini,Vila Mariana,04020-001,Hipermercados e Supermercados,-23.591486,-46.637462
Hipermercados e Supermercados_10.662.790,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Pantojo,R. Pantojo,03343-000,Hipermercados e Supermercados,-23.559278,-46.570827
Hipermercados e Supermercados_10.662.794,Minuto Pão de Açúcar,Minuto Pão de Açúcar Pinheiro Guimarães,Rua,R. Pinheiro Guimarães,Parque da Vila Prudente,03141-030,Hipermercados e Supermercados,-23.587738,-46.572336
Hipermercados e Supermercados_10.662.803,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Sansão Alves dos Santos,Cidade Monções,04571-090,Hipermercados e Supermercados,-23.605226,-46.694812
Hipermercados e Supermercados_10.662.808,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Sen. César Lacerda Vergueiro,Sumarezinho,05435-010,Hipermercados e Supermercados,-23.547371,-46.692641
Hipermercados e Supermercados_10.662.815,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,R. Wilson Fernando São Carvalho,Conj. Hab. Sitio Conceicao,06642-005,Hipermercados e Supermercados,-23.578551,-46.393465
Hipermercados e Supermercados_10.662.823,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Rua Prof,Vila Suzana,05630-130,Hipermercados e Supermercados,-23.541792,-46.310979
Hipermercados e Supermercados_10.662.831,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Rua Caramuru,Vila da Saúde,04138-001,Hipermercados e Supermercados,-23.61785,-46.6377
Hipermercados e Supermercados_10.662.832,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Rua Cayowaá,Perdizes,01258-010,Hipermercados e Supermercados,-23.538765,-46.683834
Hipermercados e Supermercados_10.662.833,Minuto Pão de Açúcar,Minuto Pão de Açúcar Corregio,Rua,Rua Correggio,Vila Suzana,05630-020,Hipermercados e Supermercados,-23.541792,-46.310979
Hipermercados e Supermercados_10.662.834,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Rua Eça de Queiroz,Vila Mariana,04011-050,Hipermercados e Supermercados,-23.579369,-46.644512
Hipermercados e Supermercados_10.662.838,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Rua Itapimirum,Vila Andrade,05716-090,Hipermercados e Supermercados,-23.631569,-46.733675
Hipermercados e Supermercados_10.662.842,Minuto Pão de Açúcar,Minuto Pão de Açúcar Paula Ney,Rua,Rua Paula Ney,Vila Mariana,04107-020,Hipermercados e Supermercados,-23.579354,-46.634772
Hipermercados e Supermercados_10.662.843,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Rua Paulistânia,Sumarezinho,05440-000,Hipermercados e Supermercados,-23.453181,-46.337881
Hipermercados e Supermercados_10.662.851,Minuto Pão de Açúcar,Minuto Pão de Açúcar,Rua,Rua Tucuna,Pompeia,05083-120,Hipermercados e Supermercados,-23.533329,-46.684428
Hipermercados e Supermercados_10.701.298,Compre Bem,Mercado Compre Bem,Rua,R. Dalia,Jardim Paulistano (zona Norte),02675-031,Hipermercados e Supermercados,-22.292948,-49.554933
Hipermercados e Supermercados_1.654.052,Dia%,São Paulo - Rua das Rosas,Rua,R Das Rosas 495,Mirandópolis,04048-001,Hipermercados e Supermercados,-23.606359,-46.64161
