id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Fast Food_10985278,Spoleto,Spoleto,Rua,R. Borba Gato,Santo Amaro,04747-030,Fast Food,-23.656903,-46.699687
Fast Food_10985330,Burger King,Burger King Drive Thru,Rua,Rua Carlos Lisdegno Carlucci,Jardim Peri Peri,05536-000,Fast Food,-23.588981,-46.739655
Fast Food_10985339,Spoleto,Spoleto,Rua,R. Cel. Xavier de Toledo,Centro Histórico de São Paulo,01048-970,Fast Food,-23.552139,-46.647198
Fast Food_10985347,Burger King,Burger King Tiete Plaza Shop,Rua,Av. Raimundo Pereira de Magalhães,Jardim Iris,05145-000,Fast Food,-23.460084,-46.720966
Fast Food_10985358,Habib´s,Habibs,Rua,Av. Rio das Pedras,Jardim Aricanduva,03452-100,Fast Food,-23.570544,-46.507281
Fast Food_10985362,Giraffas,Giraffas Adm de Franquias,Rua,Av. Paulista,Bela Vista,01310-200,Fast Food,-23.56329,-46.654118
Fast Food_10985409,Habib´s,Habibs,Rua,Av. Professor Luiz Ignácio Anhaia Mello,Vila Prudente,03154-000,Fast Food,-23.590227,-46.54381
Fast Food_10985436,Ragazzo,Novo Ragazzo,Rua,Av. Interlagos,Jardim Umuarama,04661-200,Fast Food,-23.652387,-46.533937
Fast Food_10985439,Ragazzo,Ragazzo,Rua,Av. Aricanduva,Vila Matilde,03527-900,Fast Food,-23.538333,-46.545456
Fast Food_10985443,Mcdonald´s,Mcdonalds,Rua,R. Santa Ifigênia,Santa Ifigênia,01210-000,Fast Food,-23.552139,-46.647198
Fast Food_10985483,Burger King,Burger King Santana Park Shopping,Rua,R. Conselheiro Moreira de Barros,Lauzane Paulista,02430-001,Fast Food,-23.486639,-46.63908
Fast Food_10985494,Gendai,Gendai Mooca Restaurante Japones Comida Japonesa Comida Oriental Delivery Vila Prudente,Rua,R. Cap. Pacheco e Chaves,Vila Prudente,03126-000,Fast Food,-23.581888,-46.59098
Fast Food_10985497,Pizza Prime,Pizza Prime Pirituba,Rua,Av. Miguel de Castro,Pirituba,02950-000,Fast Food,-23.47676,-46.71942
Fast Food_10985513,Spoleto,Spoleto Patio Metro Sao Bento,Rua,65 Pavmto1,Centro Histórico de São Paulo,01022-000,Fast Food,-23.552139,-46.647198
Fast Food_10985538,Ragazzo,Ragazzo,Rua,R. Teodoro Sampaio,Pinheiros,05405-250,Fast Food,-23.561305,-46.683749
Fast Food_10985539,Sucão,Sucao Shopping Villa Lobos,Rua,Av Dra Ruth Cardoso,Jardim Universidade Pinheiros,05477-903,Fast Food,-23.551561,-46.723178
Fast Food_10985544,Burger King,Burger King Carrefour Villa Lobos,Rua,Av. José César de Oliveira,Vila Leopoldina,05317-000,Fast Food,-23.540667,-46.732318
Fast Food_10985548,Mcdonald´s,Mcdonalds,Rua,R. James Holland,Pacaembu,01138-000,Fast Food,-23.522007,-46.655027
Fast Food_10985555,Habib´s,Habibs,Rua,Av. Interlagos,Campo Grande,04660-006,Fast Food,-23.68259,-46.690151
Fast Food_10985569,Mcdonald´s,Mcdonalds,Rua,Av. Washington Luís,Chácara Flora,04626-000,Fast Food,-23.552139,-46.647198
Fast Food_10985593,Mcdonald´s,Mcdonalds,Rua,Av. Prof. Francisco Morato,Butantã,05512-300,Fast Food,-23.588592,-46.728142
Fast Food_10985671,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,R. Conselheiro Moreira de Barros,Santana,02430-001,Fast Food,-23.486639,-46.63908
Fast Food_10985708,China In Box,China In Box Santana,Rua,R. Dr. César,Santana,02013-000,Fast Food,-23.50287,-46.631923
Fast Food_10985739,Habib´s,Habibs,Rua,Av. Dr. Ricardo Jafet,Bosque da Saúde,04123-020,Fast Food,-23.578922,-46.611677
Fast Food_10985769,Burger King,Burger King,Rua,R. Marambaia,Casa Verde,02513-000,Fast Food,-23.511519,-46.654072
Fast Food_10985783,Burger King,Burger King Shopping Frei Caneca,Rua,R. Frei Caneca,Consolação,01307-001,Fast Food,-23.553913,-46.653522
Fast Food_10985846,Burger King,Burger King,Rua,Av. José Pinheiro Borges,Itaquera,08220-900,Fast Food,-23.531539,-46.430047
Fast Food_10985849,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,Av. Francisco Matarazzo,Av. Francisco Matarazzo,05003-020,Fast Food,-23.609361,-46.570785
Fast Food_10985855,Mcdonald´s,Mcdonalds,Rua,Av. Ibirapuera,Indianópolis,04029-902,Fast Food,-23.592029,-46.651902
Fast Food_10985866,Pizza Hut,Pizza Hut Itaquera Pizzaria Delivery em Sao Paulo SP,Rua,Av. José Pinheiro Borges,Itaquera,08220-900,Fast Food,-23.531539,-46.430047
Fast Food_10985889,Kfc,Kfc,Rua,Av. Raimundo Pereira de Magalhães,Parada de Taipas,02984-035,Fast Food,-23.460084,-46.720966
Fast Food_10985901,Mcdonald´s,Mcdonalds,Rua,Av. Condessa Elizabeth Robiano,Jardim Penha,03704-000,Fast Food,-23.527545,-46.567826
Fast Food_10985954,Jin Jin Wok,Jin Jin Wok,Rua,Av. Rebouças,Pinheiros,05401-070,Fast Food,-23.565711,-46.680791
Fast Food_10985957,Gendai,Gendai,Rua,Tv. Casalbuono,Vila Guilherme,02049-000,Fast Food,-23.517439,-46.61691
Fast Food_10985963,Kfc,Kfc,Rua,Estr. do Campo Limpo,Vila Prel,05777-001,Fast Food,-22.109489,-49.070391
Fast Food_10985964,Boali,Boali Shopping Analia Franco,Rua,Avenida Regente Feijó,Vila Reg. Feijó,03342-900,Fast Food,-22.219178,-51.303898
Fast Food_10985971,Pizza Hut,Pizza Hut Shopping Aricanduva Pizzaria Sobremesas Bebidas Sao Paulo,Rua,Av. Aricanduva,Aricanduva,03930-110,Fast Food,-23.561292,-46.511863
Fast Food_10985985,Giraffas,Giraffas,Rua,Av. Cruzeiro do Sul,Canindé,03033-202,Fast Food,-23.514082,-46.779107
Fast Food_10986012,Ragazzo,Ragazzo,Rua,Estrada do M'boi Mirim,Jardim Sao Manoel,04935-056,Fast Food,-23.652387,-46.533937
Fast Food_10986049,Pizza Prime,Pizza Prime Saude SP,Rua,R. Carneiro da Cunha,Vila da Saúde,04144-001,Fast Food,-23.6181,-46.635561
Fast Food_10986104,Vivenda do Camarão,Vivenda do Camarao,Rua,R. Fidêncio Ramos,Vila Olímpia,04551-010,Fast Food,-20.738465,-48.913529
Fast Food_10986135,Burger King,Burger King,Rua,Av. João Dias,Santo Amaro,04724-003,Fast Food,-23.64492,-46.718737
Fast Food_10986144,Kfc,Kfc,Rua,Av. Paulista,Cerqueira César,01310-928,Fast Food,-23.0349,-49.165198
Fast Food_10986149,Spoleto,Spoleto,Rua,Av. Paulista,Bela Vista,01310-100,Fast Food,-23.56329,-46.654118
Fast Food_10986158,Subway,Subway,Rua,R. Parapuã,Freguesia do Ó,02840-060,Fast Food,-23.476958,-46.69098
Fast Food_10986180,Spoleto,Spoleto,Rua,Av. Ibirapuera,Moema,04029-902,Fast Food,-23.592029,-46.651902
Fast Food_10986245,Taco Bell,Taco Bell,Rua,Av. Ibirapuera,Av. Ibirapuera,04029-902,Fast Food,-23.592029,-46.651902
Fast Food_10986250,Pizza Hut,Pizza Hut Mooca Plaza Shopping Pizzaria Sobremesas Bebidas em Sao Paulo,Rua,R. Cap. Pacheco e Chaves,Vila Prudente,03126-000,Fast Food,-23.581888,-46.59098
Fast Food_10986265,Spoleto,Spoleto,Rua,Shopping Metro Itaquera - Piso Itaquera - Loja 268,Itaquera,08220-900,Fast Food,-23.540748,-46.471045
Fast Food_10986267,Ragazzo,Ragazzo,Rua,R. Amador Bueno,Santo Amaro,04757-900,Fast Food,-23.652789,-46.712512
Fast Food_10986271,Mcdonald´s,Mcdonalds,Rua,Av. João Dias,Vila Cruzeiro,04724-001,Fast Food,-20.946163,-48.493428
Fast Food_10986287,Ragazzo,Ragazzo Express,Rua,R. Dr. Campos Moura,Parque Artur Alvim,03568-010,Fast Food,-23.541645,-46.484222
Fast Food_10986292,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,Estr. do Campo Limpo,Vila das Belezas,05777-001,Fast Food,-23.472259,-46.308702
Fast Food_10986317,Mcdonald´s,Mcdonalds Shopping Villa Lobos,Rua,Av. das Nações Unidas,Alto de Pinheiros,05477-000,Fast Food,-23.551561,-46.723178
Fast Food_10986349,Monster Dog,Monster Dog,Rua,R. dos Mendes,Jardim Icarai,04860-140,Fast Food,-23.652387,-46.533937
Fast Food_10986399,Kfc,Kfc,Rua,Av. Raimundo Pereira de Magalhães,Jardim Iris,05145-000,Fast Food,-23.460084,-46.720966
Fast Food_10986401,Vivenda do Camarão,Vivenda do Camarao,Rua,Av. Paulista,Bela Vista,01310-100,Fast Food,-23.56329,-46.654118
Fast Food_10986446,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,Av. das Nações Unidas,Av. das Nações Unidas,04795-000,Fast Food,-23.633671,-46.528138
Fast Food_10986456,Gendai,Gendai,Rua,Av. Francisco Matarazzo,Água Branca,05003-020,Fast Food,-22.751938,-47.629119
Fast Food_10986497,Ragazzo,Ragazzo,Rua,R. Dr. João Ribeiro,Penha de França,03634-010,Fast Food,-23.523048,-46.543098
Fast Food_10986507,Kfc,Kfc,Rua,R. Cap. Pacheco e Chaves,Vila Prudente,03126-000,Fast Food,-23.581888,-46.59098
Fast Food_10986523,Subway,Subway,Rua,R. Domingos de Morais,Vila Mariana,04036-100,Fast Food,-23.591979,-46.636388
Fast Food_10986554,China In Box,China In Box Butanta,Rua,Av. Prof. Francisco Morato,Butantã,05512-000,Fast Food,-23.588592,-46.728142
Fast Food_10986574,Burger King,Burger King,Rua,R. Tiers,Canindé,03031-000,Fast Food,-23.531299,-46.62027
Fast Food_10986587,Mcdonald´s,Mcdonalds,Rua,R. Pelotas,Vila Mariana,04012-000,Fast Food,-23.582497,-46.64675
Fast Food_10986614,Bob´s,Bobs Burgers,Rua,Av. Raimundo Pereira de Magalhães,Jardim Iris,05145-000,Fast Food,-23.460084,-46.720966
Fast Food_10986632,Kfc,Kfc,Rua,Av. Interlagos,Interlagos,04661-200,Fast Food,-23.699783,-46.700832
Fast Food_10986656,Burger King,Burger King Drive Thru,Rua,Av. Condessa Elisabeth de Robiano,Penha de França,03074-000,Fast Food,-23.527545,-46.567826
Fast Food_10986674,Giraffas,Giraffas Restaurante,Rua,Av. Ibirapuera,Indianópolis,04029-200,Fast Food,-23.592029,-46.651902
Fast Food_10986678,Habib´s,Habibs,Rua,Praça Gaúcha,Sacomã,04247-020,Fast Food,-23.620481,-46.598346
Fast Food_10986680,Habib´s,Habibs,Rua,Av. Yervant Kissajikian,Americanópolis,04428-010,Fast Food,-23.672064,-46.667188
Fast Food_10986716,Spoleto,Spoleto,Rua,"Spoleto Raposo Shopping, SP-270, 2044 a",Jardim Boa Vista (zona Oeste),05577-200,Fast Food,-23.552139,-46.647198
Fast Food_10986780,Spoleto,Spoleto,Rua,Av. Prof. Francisco Morato,Butantã,05512-300,Fast Food,-23.588592,-46.728142
Fast Food_10986784,Subway,Subway,Rua,Av. Ragueb Chohfi,Parque Boa Esperança,08341-420,Fast Food,-22.761796,-47.134821
Fast Food_10986794,Gendai,Gendai,Rua,R. Sena Madureira,Vila Clementino,04021-051,Fast Food,-23.779579,-45.358564
Fast Food_10986811,Burger King,Burger King Shopping Raposo,Rua,SP-270,Butanta,05577-200,Fast Food,-23.586438,-46.753992
Fast Food_10986813,Mcdonald´s,Mcdonalds,Rua,Av. Sen. Teotônio Vilela,Jardim Sao Rafael,04864-002,Fast Food,-23.627917,-46.454945
Fast Food_10986850,Mcdonald´s,Mcdonalds,Rua,Av. Mateo Bei,Cidade São Mateus,03949-012,Fast Food,-23.598955,-46.485584
Fast Food_10986851,Ragazzo,Ragazzo,Rua,Av. José Pinheiro Borges,Cidade Antônio Estêvão de Carvalho,08220-900,Fast Food,-23.338909,-47.675531
Fast Food_10986859,Burger King,Burger King Tri Mais,Rua,Av. Tucuruvi,Tucuruvi,02304-000,Fast Food,-23.480428,-46.606518
Fast Food_10986914,Pizza Prime,Pizza Prime Jardim Marajoara,Rua,Av. Washington Luís,Jardim Marajoara,04626-000,Fast Food,-23.652387,-46.533937
Fast Food_10986917,Mcdonald´s,Mcdonalds,Rua,Av. São Miguel,Vila Marieta,03620-000,Fast Food,-23.493914,-46.439603
Fast Food_10986953,Mcdonald´s,Mcdonalds,Rua,Av. Pres. Castelo Branco,Pte. Pequena,01140-030,Fast Food,-23.552139,-46.647198
Fast Food_10986960,Griletto,Griletto,Rua,Av. das Nações Unidas,Jurubatuba,04295-030,Fast Food,-23.5247,-46.758439
Fast Food_10986970,Mcdonald´s,Mcdonalds,Rua,Av. Paulista,Bela Vista,01310-100,Fast Food,-23.56329,-46.654118
Fast Food_10986986,Subway,Subway,Rua,Rua Taquari,Mooca,08115-100,Fast Food,-23.550412,-46.596815
Fast Food_10986988,Burger King,Burger King Drive Thru,Rua,R. Pedro Durante,Jardim Neide,05830-330,Fast Food,-23.670784,-46.744077
