id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Academia de Ginastica_11.094.736,Smart Fit,Academia Smart Fit Bela Vista,Rua,R. Pedroso,Bela Vista,01322-010,Academia de Ginastica,-23.562265,-46.642081
Academia de Ginastica_11.094.737,Panobianco,Panobianco Penha,Rua,Av. Amador Bueno da Veiga,Penha de França,03652-000,Academia de Ginastica,-23.521469,-46.528449
Academia de Ginastica_11.094.738,Smart Fit,Academia Smart Fit Mais Shopping,Rua,R. Amador Bueno,Santo Amaro,04752-005,Academia de Ginastica,-23.652789,-46.712512
Academia de Ginastica_11.094.739,Smart Fit,Academia Smart Fit Anhangabau,Rua,Pq Anhangabaú,Centro Histórico de São Paulo,01007-040,Academia de Ginastica,-23.552139,-46.647198
Academia de Ginastica_11.094.740,Smart Fit,Academia Smart Fit Jardim Miriam,Rua,Av. Cupecê,Jardim Prudência,04366-001,Academia de Ginastica,-23.652387,-46.533937
Academia de Ginastica_11.094.741,Smart Fit,Academia Smart Fit Barra Funda,Rua,Av. Dr. Adolpho Pinto,Barra Funda,01156-050,Academia de Ginastica,-23.529841,-46.665989
Academia de Ginastica_11.094.742,Bluefit,Bluefit a Sua Academia,Rua,Parque Novo Mundo,Parque Novo Mundo,02187-110,Academia de Ginastica,-23.264643,-47.671254
Academia de Ginastica_11.094.743,Smart Fit,Academia Smart Fit Vila Maria,Rua,R. Dom Luís Felipe de Orleans,Vila Maria Baixa,02118-001,Academia de Ginastica,-23.51706,-46.589811
Academia de Ginastica_11.094.744,Smart Fit,Academia Smart Fit Avenida Angelica,Rua,Av. Angélica,Consolação,01228-200,Academia de Ginastica,-23.544757,-46.657222
Academia de Ginastica_11.094.745,Bluefit,Bluefit Sao Miguel,Rua,Av. Nordestina,Cidade São Miguel,08032-000,Academia de Ginastica,-23.51295,-46.427072
Academia de Ginastica_11.094.746,Bio Ritmo,Academia Bio Ritmo Shopping Morumbi Town,Rua,Av. Giovanni Gronchi,Vila Andrade,05724-002,Academia de Ginastica,-23.617229,-46.731713
Academia de Ginastica_11.094.747,Smart Fit,Academia Smart Fit Av Santa Catarina II,Rua,Av. Santa Catarina,Vila Mascote,04378-200,Academia de Ginastica,-27.961398,-48.681921
Academia de Ginastica_11.094.748,Bluefit,Bluefit,Rua,Av. Morumbi,Santo Amaro,04703-001,Academia de Ginastica,-23.599118,-46.708414
Academia de Ginastica_11.094.749,Panobianco,Panobianco Itaquera,Rua,Av. Pires do Rio,Jardim Lideranca,08240-095,Academia de Ginastica,-23.652387,-46.533937
Academia de Ginastica_11.094.750,Smart Fit,Smart Fit,Rua,Estr. do Alvarenga,Balneário São Francisco,04474-340,Academia de Ginastica,-23.661074,-46.820136
Academia de Ginastica_11.094.751,Smart Fit,Academia Smart Fit Rua Fabia,Rua,R. Fábia,Vila Romana,05051-030,Academia de Ginastica,-22.577974,-53.056864
Academia de Ginastica_11.094.752,Smart Fit,Academia Smart Fit Analia Franco,Rua,R. Antônio Alves Barril,Jardim Analia Franco,03338-000,Academia de Ginastica,-23.559553,-46.561103
Academia de Ginastica_11.094.753,Smart Fit,Academia Smart Fit Clelia I,Rua,R. Clélia,Vila Romana,05042-000,Academia de Ginastica,-22.577974,-53.056864
Academia de Ginastica_11.094.754,Panobianco,Panobianco Academia Bosque da Saude,Rua,R. Ibirarema,Bosque da Saúde,04136-000,Academia de Ginastica,-23.61785,-46.6377
Academia de Ginastica_11.094.755,Smart Fit,Academia Smart Fit Av Prof Francisco Morato,Rua,Av. Prof. Francisco Morato,Morumbi,05513-300,Academia de Ginastica,-23.588592,-46.728142
Academia de Ginastica_11.094.756,Panobianco,Academia Panobianco,Rua,R. Borba Gato,Santo Amaro,04747-030,Academia de Ginastica,-23.656903,-46.699687
Academia de Ginastica_11.094.757,Smart Fit,Academia Smart Fit Joao Dias,Rua,Av. Alberto Augusto Alves,Vila Andrade,05724-030,Academia de Ginastica,-23.641588,-46.735573
Academia de Ginastica_11.094.758,Panobianco,Panobianco Miguel Yunes,Rua,Av. Miguel Yunes,Usina Piratininga,04444-000,Academia de Ginastica,-23.517918,-46.792797
Academia de Ginastica_11.094.759,Smart Fit,Academia Smart Fit SP Market,Rua,Av. das Nações Unidas,Jurubatuba,04795-000,Academia de Ginastica,-23.5247,-46.758439
Academia de Ginastica_11.094.760,Smart Fit,Academia Smart Fit Guaipa,Rua,R. Guaipá,Vila Leopoldina,05089-001,Academia de Ginastica,-23.521225,-46.73005
Academia de Ginastica_11.094.761,Bluefit,Academia Bluefit Aricanduva,Rua,Av. Rio das Pedras,Jardim Aricanduva,03452-100,Academia de Ginastica,-23.570544,-46.507281
Academia de Ginastica_11.094.762,Panobianco,Panobianco Capao Redondo,Rua,Av. Comendador Sant'anna,Capão Redondo,05866-000,Academia de Ginastica,-23.668903,-46.773064
Academia de Ginastica_11.094.763,Smart Fit,Academia Smart Fit Teotonio Vilela I,Rua,Av. Sen. Teotônio Vilela,Grajau,04801-010,Academia de Ginastica,-23.728039,-46.699068
Academia de Ginastica_11.094.764,Smart Fit,Academia Smart Fit Itaberaba II,Rua,Av. Itaberaba,Vila Primavera,02734-000,Academia de Ginastica,-23.35475,-47.844432
Academia de Ginastica_11.094.765,Panobianco,Panobianco Carlos Lacerda,Rua,Av. Carlos Lacerda,Vila Pirajussara,05789-001,Academia de Ginastica,-23.647089,-46.779041
Academia de Ginastica_11.094.766,Smart Fit,Academia Smart Fit Guaianazes,Rua,Estr. Itaquera Guaianazes,Parque Central,08420-495,Academia de Ginastica,-23.536932,-46.455316
