longitude,latitude,pt_nome,pt_descric,pt_enderec
-46.57547438432666,-23.45344319990427,"R. MÁRIO LAGO , 345",RUA POLYANTHEA,UA POLYANTHEA
-46.76515004879529,-23.67082978890001,"R. BENEDITO CALIXTO DE JESUS , 79",R. SONETO DA FIDELIDADE,SONETO DA FIDELIDADE
-46.68882638412911,-23.46829546291153,"R. JOAQUIM FERREIRA DA ROCHA , 474",R DR. IVO GUIDA/ R.LEITE RIBEIRO,DR. IVO GUIDA/ R.LEITE RIBEIRO
-46.64100897353589,-23.70427527699086,"R. MIGUEL FLETA , 49",R ESTELITA DE SOUZA MAGALDI/ EST DO ALVARENGA,ESTELITA DE SOUZA MAGALDI/ EST DO ALVARENGA
-46.76914604198191,-23.66313083458153,"AV. ELLIS MAAS , 355",R MANOEL JOSE PEREIRA/ R ALMIRANTE LUIZ PENIDO BURNIER,MANOEL JOSE PEREIRA/ R ALMIRANTE LUIZ PENIDO BURNIER
-46.64755046529632,-23.545563999277,"R. AMARAL GURGEL , 470",RUA CUNHA HORTA,UA CUNHA HORTA
-46.46742711923352,-23.50388766123593,"R. SAPUPIRA , 0",R. CASSIA DAS ANTILHAS / R PALMEIRA DE LEQUE,CASSIA DAS ANTILHAS / R PALMEIRA DE LEQUE
-46.60213164945018,-23.60285061243059,"TERM. SACOMÃ - PLAT. 6 , 0",Rua Bom Pastor,ua Bom Pastor
-46.49306070616776,-23.56175447742103,"R. BOM JESUS DO MONTE , 182",R JACINTO MACAMBOA/ R ALFREDO PIMENTA,JACINTO MACAMBOA/ R ALFREDO PIMENTA
-46.73323048690304,-23.6213699136831,"AV. GIOVANNI GRONCHI , 4822",R DOUTOR LAERTE SETUBAL/ R ASCENCIONAL,DOUTOR LAERTE SETUBAL/ R ASCENCIONAL
-46.65531226561302,-23.58477984786419,"AV. PEDRO ALVARES CABRAL , 0",Portão 1 e 2 do Parque do Ibirapuera,Portão 1 e 2 do Parque do Ibirapuera
-46.68933318613114,-23.52490721279614,"R. CRASSO , 41",PRAÇA CORNÉLIA,PRAÇA CORNÉLIA
-46.63337918352462,-23.66202144150799,"R. DELMIRA AGUSTINI , 48",,
-46.74298149301742,-23.595914054788,"R. CAMINHO DO ENGENHO , 417",R BARTOLOMEU BANDINELLI/ R BOM JESUS DOS PASSOS,BARTOLOMEU BANDINELLI/ R BOM JESUS DOS PASSOS
-46.43187836070609,-23.52069448301116,"R. CRIÚVA , 934",R AVARAMO/ R PADRE ANTAO JORGE,AVARAMO/ R PADRE ANTAO JORGE
-46.63925313899362,-23.66064646479068,"R. HILDEBRANDO SIQUEIRA , 530",AV MUZAMBINHO,AV MUZAMBINHO
-46.52235647337147,-23.55787157994371,"TERM. VILA CARRÃO , 0",R EVANGELINA DE ASSIS/ AV DEZENOVE DE JANEIRO,EVANGELINA DE ASSIS/ AV DEZENOVE DE JANEIRO
-46.62737596296097,-23.44945636827682,"AV. LUIZ CARLOS GENTILE DE LAET , 1916",V-PED DANÇA DOS SABRES/RUA NOSSA SENHORA APARECIDA,V-PED DANÇA DOS SABRES/RUA NOSSA SENHORA APARECIDA
-46.65602003796099,-23.64917156465996,"R. ATOS DAMASCENO , 0",GUSTAVO DA SILVEIRA,GUSTAVO DA SILVEIRA
-46.59605622156391,-23.45057727239448,"AV. JOSINO VIEIRA DE GÓES , 326",R BAQUIO PRETO/ R PENAFORTE,BAQUIO PRETO/ R PENAFORTE
-46.45183187002029,-23.61509211976776,"AV. NOVA CONQUISTA , 50",,
-46.56136001130534,-23.59712151891959,"R. COSTA BARROS , 351",R CAMPO BELO/ R MORAPENA,CAMPO BELO/ R MORAPENA
-46.70909061612035,-23.64251574950778,"R. VISC. DE TAUNAY , 432",R CESAR LADEIRA / R BRAGANCA PAULISTA - CALÇADA DO CLUBE HIPICO,CESAR LADEIRA / R BRAGANCA PAULISTA - CALÇADA DO CLUBE HIPICO
-46.64057318013783,-23.6455075356711,"M01 JABAQUARA - CONCEIÇÃO , 80",R DOS JEQUITIBAS,DOS JEQUITIBAS
-46.72701247699025,-23.63933281608028,"R. ITAPAIÚNA , 1028",Bar/Restaurante,Bar/Restaurante
-46.74013190155686,-23.77367026246746,"AV. JACEGUAVA , 2004",EST DO JACEGUAY/ EST MORRO DO S,EST DO JACEGUAY/ EST MORRO DO S
-46.60651053859181,-23.62440052960727,"R. NSA. SRA. DAS MERCÊS , 839",R DOM VILARES/ R MANUEL LOPES LAMARCA,DOM VILARES/ R MANUEL LOPES LAMARCA
-46.73001477559932,-23.83416996682413,"ESTR. ENG. MARSILAC , 740",R DOUTOR DIORACY NASCIMENTO/ R MARIANA LUIZA DE JESUS,DOUTOR DIORACY NASCIMENTO/ R MARIANA LUIZA DE JESUS
-46.70492108239957,-23.51709929289285,"R. JOÃO PEREIRA , 11",R JOHN HARRISON/ R DRONSFIELD,JOHN HARRISON/ R DRONSFIELD
-46.42172531018302,-23.56050027568526,"R. CARAPEBUS , 186",AV.   SANTANA DOS OLHOS D'ÁGUA,AV.   SANTANA DOS OLHOS D'ÁGUA
-46.704833621593,-23.65126169837946,"AV. ADOLFO PINHEIRO , 96",Parada Exclusiva - Linhas com destino ao Corredor Ibirapuera e Rua Isabel Schmidt (Ponto provisório),Parada Exclusiva - Linhas com destino ao Corredor Ibirapuera e Rua Isabel Schmidt (Ponto provisório)
-46.51882663978694,-23.51787574796965,"R. DA. JOAQUINA SANTANA , 113",R DONA AURORA GUIMARAES/ R ROSA SANTANA,DONA AURORA GUIMARAES/ R ROSA SANTANA
-46.66322856541269,-23.47795434550198,"R. MENDONCA JÚNIOR , 404",R DIOGENES GIUNCHETTI ROSIN/ R DA. LUIZA DE ANDRADE,DIOGENES GIUNCHETTI ROSIN/ R DA. LUIZA DE ANDRADE
-46.51263257218948,-23.55286057398317,"R. AÇAÍ , 330",R. MOTA COQUEIRO,MOTA COQUEIRO
-46.43472343793899,-23.49101562399725,"TERM. S. MIGUEL - PLAT 04 , 0",,
-46.40614447273661,-23.55128727160429,"R. OTELO AUGUSTO RIBEIRO , 911",R ANTONIO SILVESTE FERREIRA/ TR DOCE CANTAR,ANTONIO SILVESTE FERREIRA/ TR DOCE CANTAR
-46.69964535235784,-23.45109257090099,"AV. DEP. CANTIDIO SAMPAIO , 4391",,
-46.67358421456696,-23.5550680329995,"R. TEODORO SAMPAIO , 325",R OSCAR FREIRE/ R ARRUDA ALVIM,OSCAR FREIRE/ R ARRUDA ALVIM
-46.47197608091842,-23.50391567430482,"AV. MANOEL DOS SANTOS BRAGA , 622",AV SAO MIGUEL/ R MIGUEL DE OLIVEIRA,AV SAO MIGUEL/ R MIGUEL DE OLIVEIRA
-46.42254111464658,-23.61561903213603,"ESTR. DO FIDELIS , 95",AV. BENTO GUELFI,AV. BENTO GUELFI
-46.62316178734773,-23.51121208097191,"AV. ZAKI NARCHI , 140",R URUPIARA/ PC MASHIACH NOW,URUPIARA/ PC MASHIACH NOW
-46.45169887171863,-23.61492312013318,"AV. NOVA CONQUISTA , 33",,
-46.67045309324687,-23.59800383346531,"AV. HÉLIO PELLEGRINO , 619",RUA QUICABA,UA QUICABA
-46.43811225007307,-23.53775342486488,"R. VIRGÍNIA FERNI , 0",R ANTONIO FONTANA/ R BALTAZAR TELES,ANTONIO FONTANA/ R BALTAZAR TELES
-46.66558138579098,-23.5246881445564,"TERM. BARRA FUNDA LADO NORTE PLAT. A , 0",RUA GUSTAV WILLI BORGHOFF,UA GUSTAV WILLI BORGHOFF
-46.47219263841934,-23.63267710081422,"R. MANUEL BOTELHO , 0",R JOSE BENTO DE MELO/ R TEODOSIO DA ROCHA,JOSE BENTO DE MELO/ R TEODOSIO DA ROCHA
-46.75340440067986,-23.59739607873273,"R. EDWARD CARMILO , 831",R MIGUEL JURNO/ R LAURO FREIRE,MIGUEL JURNO/ R LAURO FREIRE
-46.507524435501,-23.60527032574182,"AV. SAPOPEMBA , 9829",R FRANCISCA MARINHO/ R DOUTOR FREDERICO MARTINS DA COSTA CARVALHO,FRANCISCA MARINHO/ R DOUTOR FREDERICO MARTINS DA COSTA CARVALHO
-46.71693075169473,-23.58412203079204,"R. CARLOS LIMA MOREL , 43",,
-46.57747418546495,-23.50680596772954,"AV. DAS CEREJEIRAS , 1134",R CASA DA MOEDA/ PC CHIBA,CASA DA MOEDA/ PC CHIBA
-46.7157641303736,-23.76661222174807,"TERM. VARGINHA , 0",AV PAULO GUILGUER REIMBERG/ R RUBEN DARIO,AV PAULO GUILGUER REIMBERG/ R RUBEN DARIO
-46.58511292049516,-23.56549072876209,"R. BARRETOS , 581",,
-46.50349359287394,-23.56924347439949,"AV. ARICANDUVA , 5831",AV DOS LATINOS/ AV GUALTAR,AV DOS LATINOS/ AV GUALTAR
-46.38728678458456,-23.50636641787482,"R. BANDEIRA DOS CATAGUAZES , 605",R ITAJUIBE/ R AFUA,ITAJUIBE/ R AFUA
-46.46130873729154,-23.63054107859191,"AV. RODOLFO PIRANI , 699",R EUVALDO LOUREIRO VILLABOIM/ R FERNANDO ALVARES,EUVALDO LOUREIRO VILLABOIM/ R FERNANDO ALVARES
-46.65632565093845,-23.76028607473398,"AV. DA. BELMIRA MARIN , 5492",R FRANCISCO DA VEIGA,FRANCISCO DA VEIGA
-46.61310389746391,-23.50366408531014,"R. JACUNÃ , 164",R MARCELO DE MENEZES / R GUARACININGA,MARCELO DE MENEZES / R GUARACININGA
-46.7389966115685,-23.57116315266491,"AV. CORIFEU DE AZEVEDO MARQUES , 2772",R ELIZIO DE CARVALHO/ R VISCONDE DO BOM RETIRO,ELIZIO DE CARVALHO/ R VISCONDE DO BOM RETIRO
-46.74738860695544,-23.55208126168412,"AV. GEN. MAC ARTHUR , 577",R CON  JOSE MARINHO,CON  JOSE MARINHO
-46.76020399921157,-23.40619594662219,"R. PE. MANUEL CAMPELLO , 652",R. LEÃO MENEGHINI,LEÃO MENEGHINI
-46.72445504762295,-23.76945623482428,"R. ANDRÉ GONÇALVES FIGUEIRA , 104",R JOAO MORZILHO/ R GASPAR LEME,JOAO MORZILHO/ R GASPAR LEME
-46.63175150039423,-23.5739278272544,"R. TOPÁZIO , 362",AV ARMANDO FERRENTINI/ R BRAZ CUBAS,AV ARMANDO FERRENTINI/ R BRAZ CUBAS
-46.50918055038279,-23.56770049782167,"AV. RIO DAS PEDRAS , 1649",AV ODILON PIRES/ R PADRE MANUEL LUIS DE VERGUEIRO,AV ODILON PIRES/ R PADRE MANUEL LUIS DE VERGUEIRO
-46.6523526433008,-23.4818142967001,"R. ROZO LAGOA , 229",R QUIRINOPOLIS,QUIRINOPOLIS
-46.67144848382748,-23.48168735279857,"AV. JOÃO DOS SANTOS ABREU , 138",R DOMICIANO RIBEIRO/ TV FLOR DE MARACUJA,DOMICIANO RIBEIRO/ TV FLOR DE MARACUJA
-46.6722665135126,-23.76134111696137,"R. PROF. AURÉLIO ARROBA MARTINS , 462",,
-46.64146232486291,-23.60131473409044,"R. TRÊS DE MAIO , 237",R DOUTOR LUIZ AZEVEDO FILHO/ AV ONZE DE JUNHO,DOUTOR LUIZ AZEVEDO FILHO/ AV ONZE DE JUNHO
-46.69885995773586,-23.56820804849875,"R. AMARO CAVALHEIRO , 418",R ALADIM/ R PASCOAL BIANCO,ALADIM/ R PASCOAL BIANCO
-46.66418960246228,-23.75523912010721,"ESTR. DA LIGAÇÃO , 55",,
-46.6918202697134,-23.49442535544265,"AV. MIGUEL CONEJO , 998",PC PST. ENOQUE BARBOSA MEDRADO/ R SIMAO VELHO,PC PST. ENOQUE BARBOSA MEDRADO/ R SIMAO VELHO
-46.59584458707113,-23.63631844558762,"AV. MARIA ESTELA , 114",R DEZOITO DE OUTUBRO/ PC DOUTOR CURADO FLEURI,DEZOITO DE OUTUBRO/ PC DOUTOR CURADO FLEURI
-46.57609215801448,-23.51822691283291,"R. SERAFIM POLI , 418",R BADAJOZ/ R GEN. JOAO CARLOS LOBO BOTELHO,BADAJOZ/ R GEN. JOAO CARLOS LOBO BOTELHO
-46.5814859972859,-23.55196477835106,"R. ITAMARACÁ , 94",R VERGEL/ R SERRA DE JAIRE,VERGEL/ R SERRA DE JAIRE
-46.57553908621881,-23.54056581176023,"TERM. METRÔ TATUAPÉ (LADO SUL- SHOP. TATUAPÉ) , 0",,
-46.58048100937973,-23.55089578018018,"R. ITAMARACÁ , 102",AV ALVARO RAMOS/ R SERRA DE JAIRE,AV ALVARO RAMOS/ R SERRA DE JAIRE
-46.39697661153164,-23.53322132577555,"ESTR. DO LAGEADO VELHO , 1501",,
-46.70021187651207,-23.5885359623779,"R. ENG. OSCAR AMERICANO , 382",R DAS AMOREIRAS/ AV AMARILIS,DAS AMOREIRAS/ AV AMARILIS
-46.59751206104906,-23.49404308283052,"AV. JÚLIO BUONO , 465",R CRISTOVAO LINS/ R CARAPOCAIA,CRISTOVAO LINS/ R CARAPOCAIA
-46.43433339045218,-23.50591655620823,"R. MOACIR DANTAS ITAPICURU , 826",R   VALDEMAR PAIVA E ALMEIDA,VALDEMAR PAIVA E ALMEIDA
-46.62918261490433,-23.54682894012594,"TERM. PARQUE DOM PEDRO II - PLAT 05 , 0",AV DO ESTADO/ VDTO ANTONIO NAKASHIMA - (PMV - 45),AV DO ESTADO/ VDTO ANTONIO NAKASHIMA - (PMV - 45)
-46.63423411140499,-23.68083436076869,"AV. GARCIA DE ÁVILA , 682",AV. CUPECÊ / R. ADÃO ARANHA,AV. CUPECÊ / R. ADÃO ARANHA
-46.70666556784158,-23.66237965462316,"E. T. VÍTOR MANZINI , 274",ET. VITOR MANZINI CB - PARADA 2,ET. VITOR MANZINI CB - PARADA 2
-46.6496282527625,-23.60237275325429,"AV. JOSÉ MARIA WHITAKER , 190",R SANTA GENEROSA/ R LUIS GOIS,SANTA GENEROSA/ R LUIS GOIS
-46.49067075285573,-23.55397850513685,"AV. LÍDER , 93",RUA HENRIQUE RODRIGUES PERES,UA HENRIQUE RODRIGUES PERES
-46.78683579723683,-23.69105276348181,"R. MÁRIO TOTTA , 0",R MARTINS SARMENTO/ R NEPAL,MARTINS SARMENTO/ R NEPAL
-46.74183370343852,-23.82644603562561,"R. DIOMEDES , 77",MÁXIMOS FISCHMAN,MÁXIMOS FISCHMAN
-46.66327821570452,-23.57987689286703,"AV. BRIG. LUÍS ANTÔNIO , 4312",PC DIA DO SENHOR/ R CONSELHEIRO TORRES HOMEM,PC DIA DO SENHOR/ R CONSELHEIRO TORRES HOMEM
-46.5884397096675,-23.61875250187961,"R. ANNY , 362",RUA JOÃO LAMAS,UA JOÃO LAMAS
-46.64966519295185,-23.61966067674455,"AV. CECI , 1216",R CANINGAS/ AL DOS QUINIMURAS,CANINGAS/ AL DOS QUINIMURAS
-46.62309363875207,-23.55476088713549,"AV. DO ESTADO , 4755",R WANDENKOLK/ R LUIS GAMA,WANDENKOLK/ R LUIS GAMA
-46.74408343328297,-23.61057099319888,"R. DR. LUIZ MIGLIANO , 600",AV DOUTOR JOAO GUIMARAES/ R DAVID ROMERO PARE,AV DOUTOR JOAO GUIMARAES/ R DAVID ROMERO PARE
-46.77384690940395,-23.69005972968405,"ESTR. DO M BOI MIRIM , 0",R RIBAS DO RIO PARDO/ R IARIM,RIBAS DO RIO PARDO/ R IARIM
-46.6712042681229,-23.54527106953877,"R. ZEQUINHA DE ABREU , 220",R OLIMPIO CATAO/ R FERDINANDO LABORIAU,OLIMPIO CATAO/ R FERDINANDO LABORIAU
-46.76408496652553,-23.40627195755702,"AV. DR. SYLVIO DE CAMPOS , 1024",R   BINGA,BINGA
-46.62362970518226,-23.53406798067197,"R. JOÃO TEODORO , 855",R CANINDE/ R CARNOT,CANINDE/ R CARNOT
-46.7113156141706,-23.63767977740271,"AV. JOÃO CARLOS DA SILVA BORGES , 815",R BALDOMERO CORTADA DE ALMEIDA/ R VICENTE COSTILHAS,BALDOMERO CORTADA DE ALMEIDA/ R VICENTE COSTILHAS
-46.59439621708511,-23.45597324350443,"R. TERESA BORTOLO , 0",R MANUEL PEREIRA SAMPAIO/ R JOAO DIAS CERQUEIRA,MANUEL PEREIRA SAMPAIO/ R JOAO DIAS CERQUEIRA
-46.65501402576283,-23.65515253524828,"AV. STA. CATARINA , 2525",R CORONEL ANTONIO BRAGA/ R OCTAVIO TEIXEIRA MENDES SOBRINHO,CORONEL ANTONIO BRAGA/ R OCTAVIO TEIXEIRA MENDES SOBRINHO
-46.51447839884635,-23.59892437424107,"AV. SAPOPEMBA , 8842",R JOSE JOAQUIM/ R OBELISCO,JOSE JOAQUIM/ R OBELISCO
-46.57083447103755,-23.43940524913172,"R. USHIKICHI KAMIYA , 1419",RUA DA FONTE/RUA SANTA INES,UA DA FONTE/RUA SANTA INES
-46.41991755811652,-23.49227657546501,"C12 JD. HELENA-V. MARA - ITAIM PAULISTA , 0",,
-46.47707393783711,-23.53328655793507,"AV. ESPERANTINA , 1011",R MAX PLANCK/ R CLAUDIO PTOLOMEU,MAX PLANCK/ R CLAUDIO PTOLOMEU
-46.76293014924541,-23.64715588682283,"ESTR. DO CAMPO LIMPO , 1062",AV PROFESSOR OSCAR CAMPIGLIA/ R GASPAR COQUEIRO,AV PROFESSOR OSCAR CAMPIGLIA/ R GASPAR COQUEIRO
-46.72263904728224,-23.4840624912132,"AV. RAIMUNDO PEREIRA DE MAGALHÃES , 5435",R CORACAO DE BUGRE/ AV MIGUEL DE CASTRO,CORACAO DE BUGRE/ AV MIGUEL DE CASTRO
-46.66269323368662,-23.8647996335368,"ESTR. DA BARRAGEM , 5801",,
-46.76911131877293,-23.87108492053865,"R. TRÊS ESPAÇOS , 1",R VALSA SIDERAL/ R VENTOS E RAMAGENS,VALSA SIDERAL/ R VENTOS E RAMAGENS
-46.63676737188664,-23.59908773025383,"TERM. STA. CRUZ , 0",,
-46.7347698055167,-23.81415906872314,"AV. SADAMU INOUE , 5225",R AMERICO COXA/ R AMARO ALVES DO ROSARIO,AMERICO COXA/ R AMARO ALVES DO ROSARIO
-46.43680237059956,-23.5056515645505,"R. MOHAMED IBRAHIN SALEH , 249",R GEORGINA SÁ LEITE ORCESSI,GEORGINA SÁ LEITE ORCESSI
-46.75832867799796,-23.50472650348951,"AV. MUTINGA , 5148",R BETIM PAES LEME/ R BARRA DO GARCAS,BETIM PAES LEME/ R BARRA DO GARCAS
-46.44973903898799,-23.57090731063687,"AV. ADRIANO BERTOZZI , 417",R PEDRO RICARDO JUSTINO LEITE/ R MARIO MATOSO,PEDRO RICARDO JUSTINO LEITE/ R MARIO MATOSO
-46.55857633053777,-23.51074289526231,"AV. EDUCADOR PAULO FREIRE , 1500",Guindastes Tatuapé,Guindastes Tatuapé
-46.56775605318463,-23.56926866139232,"R. MARUMBI , 0",R QUIXADA/ R MANUEL VEIGA,QUIXADA/ R MANUEL VEIGA
-46.71030415111908,-23.48387645612887,"R. ADELE ZARZUR , 421",,
-46.78686682999636,-23.68152280555039,"R. AFONSO SANCHES , 151",R BENEDITO DE BARROS/ R BATALHA REIS,BENEDITO DE BARROS/ R BATALHA REIS
-46.72567382191423,-23.54240024118003,"AV. PROF. FONSECA RODRIGUES , 2116",R UBIRACICA/ R ANATOLIA,UBIRACICA/ R ANATOLIA
-46.70194909357971,-23.5210952664916,"R. JOAQUIM MACHADO , 212",R MONTEIRO DE MELO/ R TRAJANO,MONTEIRO DE MELO/ R TRAJANO
-46.42154250796013,-23.50299153222128,"R. PEDRO MEIRA , 126",R LUIS FRANCA/ R ISAIAS GOMES,LUIS FRANCA/ R ISAIAS GOMES
-46.70673456705612,-23.66243965456038,"E. T. VÍTOR MANZINI , 361",ET. VITOR MANZINI BC - PARADA 1,ET. VITOR MANZINI BC - PARADA 1
-46.62619139586253,-23.61789961594006,"R. RIBEIRO LACERDA , 777",,
-46.43923530782651,-23.51806351611047,"R. ERVA PRATA , 150",R MOISÉS MAIMONIADES/ R AVAREMOTEMO,MOISÉS MAIMONIADES/ R AVAREMOTEMO
-46.44746014609968,-23.5451834188218,"R. CARLOS MAZER , 416",ACESSO À AV. JACU PESSEGO,ACESSO À AV. JACU PESSEGO
-46.4429413089012,-23.50861256910841,"AV. PIRES DO RIO , 1984",R TATUIRA/ R AURELIANO JOSE LESSA,TATUIRA/ R AURELIANO JOSE LESSA
-46.43360130743799,-23.5320604372089,"ESTR. ITAQUERA-GUAIANAZES , 1145",R IBIAJARA/ R JUCURUCU,IBIAJARA/ R JUCURUCU
-46.51022365539801,-23.53444764906206,"R. JOAÇABA , 0",R JAGUARIAIVA/ R ALMEIDA BRANDAO,JAGUARIAIVA/ R ALMEIDA BRANDAO
-46.57370922400372,-23.50476896586414,"R. OSAKA , 820",VLA FORTE RIO GRANDE/ R SRG. MIGUEL DE SOUZA FILHO,VLA FORTE RIO GRANDE/ R SRG. MIGUEL DE SOUZA FILHO
-46.57357941948886,-23.4477852196678,"R. ROBERTO LANARI , 1",R UIRASSU DE ASSIS BATISTA/ R ARI DA ROCHA MIRANDA,UIRASSU DE ASSIS BATISTA/ R ARI DA ROCHA MIRANDA
-46.64750577015543,-23.45655339509525,"AV. JOSÉ DA ROCHA VIANA , 517",R DOUTOR JOAO BATISTA PINTO/ PC NIVALDO DELSASSE,DOUTOR JOAO BATISTA PINTO/ PC NIVALDO DELSASSE
-46.41903731979986,-23.56430225089943,"AV. CHUVAS DE VERÃO , 14",RUA PANCHO VILA,UA PANCHO VILA
-46.63015860840638,-23.5463379451518,"TERM. PARQUE DOM PEDRO II - PLAT 01 , 0",PLATAFORMA 01 - (PMV - 07).,PLATAFORMA 01 - (PMV - 07).
-46.78448467570682,-23.73175357743295,"AV. DOS FUNCIONÁRIOS PÚBLICOS , 44",99 EST  DO EMBU-GUACU,99 EST  DO EMBU-GUACU
-46.63976510458222,-23.66937242767685,"ESTR. ANTIGA DO MAR , 505",RUA LUÍS VICENTE DE SIMONI,UA LUÍS VICENTE DE SIMONI
-46.58644598271932,-23.54407082791161,"R. PE. ADELINO , 735",R SERRA DE JAIRE/ AV ALVARO RAMOS,SERRA DE JAIRE/ AV ALVARO RAMOS
-46.728253766094,-23.55236620454001,"R. PROF. MELLO MORAES , 0",AV PROFESSOR ALMEIDA PRADO/ AV PROFESSOR LUCIO MARTINS RODRIGUES,AV PROFESSOR ALMEIDA PRADO/ AV PROFESSOR LUCIO MARTINS RODRIGUES
-46.74026862761102,-23.56340319074191,"AV. PROF. LINEU PRESTES , 2468",R CLEMENTE PONTES/ AV PROFESSOR ERNESTO DE MORAIS LEME,CLEMENTE PONTES/ AV PROFESSOR ERNESTO DE MORAIS LEME
-46.74688083826801,-23.48588955370222,"AV. MUTINGA , 2351",R SEM NOME/ R JOSE LUIZ,SEM NOME/ R JOSE LUIZ
-46.5282935585123,-23.51840177312479,"R. CIRENE JORGE RIBEIRO , 255",RUA MANOEL LUZIO,UA MANOEL LUZIO
-46.45057715649313,-23.53446847572149,"R. SABBADO D'ÂNGELO , 163",R PAULO LOPES LEAO/ R AUGUSTO CARLOS BAUMAN,PAULO LOPES LEAO/ R AUGUSTO CARLOS BAUMAN
-46.69703331502991,-23.46841748623658,"ESTR. DO SABÃO , 1550",R. DR. LUIS DOS SANTOS MEDEIROS,DR. LUIS DOS SANTOS MEDEIROS
-46.62169362708718,-23.56158385274129,"R. DO LAVAPÉS , 1095",R LUIS GAMA/ R JUSTO AZAMBUJA,LUIS GAMA/ R JUSTO AZAMBUJA
-46.71310255341317,-23.65094372401579,"AV. MÁRIO LOPES LEÃO , 768",R FRANCISCO ARVANI/ R MANUEL ELOI DO NASCIMENTO,FRANCISCO ARVANI/ R MANUEL ELOI DO NASCIMENTO
-46.74403649901555,-23.87966680874898,"R. BENEDITO SCHUNCK , 0",EST DO SUMARE/ EST ENGENHEIRO MARCILAC,EST DO SUMARE/ EST ENGENHEIRO MARCILAC
-46.50011581049846,-23.51389471139801,"R. EMBIRA , 376",R GUAICURU DO CAMPO/ R FRANCISCO DE SOUZA QUEIROZ,GUAICURU DO CAMPO/ R FRANCISCO DE SOUZA QUEIROZ
-46.64465553022119,-23.53370104354581,"TERM. PRINCESA ISABEL , 0",AV RIO BRANCO/ R DOS GUAIANAZES,AV RIO BRANCO/ R DOS GUAIANAZES
-46.80008503131443,-23.59126724247249,"ROD. RAPOSO TAVARES , 0",R. JOAQUIM GUIMARÃES (EMEF VILA MUNCK),JOAQUIM GUIMARÃES (EMEF VILA MUNCK)
-46.44882116398828,-23.5365964611197,"R. MARIA BAUMANN MENDONCA , 172",Rua Sábbado D?Angelo,ua Sábbado D?Angelo
-46.72894615128126,-23.43820371340807,"ESTR. DE TAIPAS , 2460",R CAP. OLIVEIRA CARVALHO/ R DR. CARMELO D AGOSTINO,CAP. OLIVEIRA CARVALHO/ R DR. CARMELO D AGOSTINO
-46.74790173967809,-23.51216944007426,"R. CUSTÓDIO SERRÃO , 795",R CUSTODIO SERRAO/ R PAUVA,CUSTODIO SERRAO/ R PAUVA
-46.50104355890657,-23.58516639634786,"R. CENTRAL DE SANTA HELENA , 66",R PASTOR AGENOR CALDEIRA DINIZ,PASTOR AGENOR CALDEIRA DINIZ
-46.6494426930851,-23.47437632134927,"AV. CONS. MOREIRA DE BARROS , 3976",RUA JOÃO PESSOA/RUA FRIBURGO,UA JOÃO PESSOA/RUA FRIBURGO
-46.45506528341267,-23.48619070452002,"R. CATLEIAS , 0",,
-46.56142406384795,-23.58165558785723,"M15 V. PRUDENTE - ORATÓRIO , 0",,
-46.41490942956618,-23.54233533704954,"R. SALVADOR GIANETTI , 760",,
-46.3999173338413,-23.60722100375665,"R. FRANCISCO JOSÉ VIANA , 515",R JOSE PINTO/ R JOSE DE ARAUJO PLACIDO,JOSE PINTO/ R JOSE DE ARAUJO PLACIDO
-46.79573258038085,-23.44193189109819,"ESTR. CEL. JOSÉ GLADIADOR , 0",R. EDUARDO GRUSIUS,EDUARDO GRUSIUS
-46.5300235156938,-23.52668174123197,"R. JORGE AUGUSTO , 534",R DOUTOR ARMANDO MARCONDES MACHADO/ R TABAICU,DOUTOR ARMANDO MARCONDES MACHADO/ R TABAICU
-46.52715045049418,-23.55279461650699,"R. STO. ANTONINHO DO CARRÃO , 40",,
-46.43830711435481,-23.57697825031824,"R. TOMOICHI SHIMIZU , 463",,
-46.73737532422245,-23.65843476209078,"R. NOVA DO TUPAROQUERA , 280",FUNDAÇÃO JULITA,FUNDAÇÃO JULITA
-46.65644307350085,-23.63783661606994,"AV. PEDRO BUENO , 1507",R HAROLDO PARANHOS/ PC OLGA SIMON POYARES,HAROLDO PARANHOS/ PC OLGA SIMON POYARES
-46.63350856977969,-23.54941394124698,"PÇA. DA SE , 108",R BENJAMIM CONSTANT,BENJAMIM CONSTANT
-46.75703218586423,-23.65084585323947,"ESTR. DE ITAPECERICA , 2655",R BARAO NICOLINO BARRA/ R JUAN GIL,BARAO NICOLINO BARRA/ R JUAN GIL
-46.67170350879233,-23.76406110331873,"R. CIDADE DO CABO , 18",RUA NAMIBIA,UA NAMIBIA
-46.77957399743777,-23.65077491967974,"AV. ALTO DE VILA PIRAJUSSARA , 263",R VICENTE DA COSTA ABREU/ R BATISTA COELHO,VICENTE DA COSTA ABREU/ R BATISTA COELHO
-46.42283845418186,-23.51557347969488,"AV. NORDESTINA , 4152",R AVINHADO/  R ANANAI,AVINHADO/  R ANANAI
-46.77321988947757,-23.69732469583745,"R. AGAMENON PEREIRA DA SILVA , 857",Rua Inácio Parreira Neves,ua Inácio Parreira Neves
-46.46635591702568,-23.56572138207853,"AV. OSVALDO PUCCI , 0",AV AFONSO DE SAMPAIO E SOUZA/ R BALTAZAR SALDONI,AV AFONSO DE SAMPAIO E SOUZA/ R BALTAZAR SALDONI
