RGI,Latitude,Longitude
367581121,-23.5442653116204,-46.6927526441803
37385122,-23.6657743644353,-46.6626917030411
31592723,-23.5444580776676,-46.6508174957008
37373122,-23.5520113695997,-46.4487480674591
35565621,-23.5258218718929,-46.4533556472387
38604822,-22.90278,-47.168755
394541022,-23.557697,-46.664459
37924422,-23.5838645162912,-46.6726232944775
397881222,-23.6270933796734,-46.6917395950718
31180523,-23.497234,-46.617261
30209123,-23.5554290025585,-46.4962279493179
38344722,-23.6768055643493,-46.5248442638931
37434122,-23.536834,-46.578906
38389722,-23.537003,-46.629366
38391722,-23.643895,-46.660063
34764421,-23.5606091379697,-46.6693607668648
397771122,-23.4741389545102,-46.6062144785042
34625421,-23.5168450865542,-46.7526346891327
95713192,-23.5429974,-46.7524965
37612222,-22.713248,-47.645214
394701022,-23.540199,-46.58703
366261121,-23.5849796847184,-46.5745093963299
37830322,-23.537207,-46.676146
34882421,-23.558909,-46.575366
67042111,-23.513028,-46.706029
38013522,-23.5112368205546,-46.6935230099259
37465122,-23.5923891153138,-46.622765974205
37767322,-23.5832396689597,-46.636085
8268227,-23.598959,-46.647515
34728421,-23.5990883723541,-46.647699364418
38376722,-23.543842,-46.691766
38374722,-23.5435418925179,-46.691946
38007522,-22.9007012516345,-47.0297844809856
38324722,-23.6911268278383,-46.6864542367706
30251123,-22.8998981374939,-47.1768269239426
30131123,-23.5729632034629,-46.6579885270638
35679721,-23.584708,-46.6306654490738
38390722,-23.5306985204036,-46.5497605390728
37496122,-23.5358892935222,-46.6754611865082
38658822,-23.5247855472449,-46.1877083263893
38629822,-23.679377,-46.524028
38065522,-23.5724216976048,-46.5862826969242
38245622,-23.568741,-46.6940531779099
38577822,-23.5885642514569,-46.6722986147499
394481022,-23.493551347874,-46.6920148171272
97262211,-23.49351,-46.692036
394471022,-23.5726471869208,-46.5856690846557
37578222,-23.5936914038278,-46.6202157840614
37577222,-23.5936320840086,-46.6200945509261
38194622,-23.6155870334285,-46.6422605889549
39047922,-23.5781123337102,-46.619247682209
30035123,-23.4981231837155,-46.403183
30049123,-23.4935790873571,-46.504727462635
38320722,-23.686876,-46.620125
30096123,-23.634648,-46.61586
34787421,-23.5332885012022,-46.7150462767293
37542122,-23.6107225237164,-46.6829568429222
38447822,-22.6016465688751,-47.38560394841
391561022,-23.645223,-46.542107
37831322,-23.54637,-46.689899
34776421,-23.5462780602689,-46.6899117668648
38067522,-23.5942364452294,-46.6380662705132
38823922,-23.5417373449827,-46.6382537668648
37547222,-23.543905,-46.662284
37582222,-23.4851196422186,-46.6663463038826
34850421,-23.6006936774947,-46.6146893317272
37341122,-23.6093948806995,-46.6363738220901
31100523,-23.512804,-46.652865
399611222,-23.4806334694057,-46.6011346588955
393411022,-22.9009496212332,-47.079933940445
393911022,-22.572107,-47.3782
37595222,-23.5839755820608,-46.734970682209
38210622,-23.6313759187255,-46.5362522534281
394341022,-22.9319245519855,-47.1305850132751
38660822,-23.554178,-46.6479
38382722,-23.5329032056731,-46.7081324219513
30494223,-23.520269,-46.516241
38662822,-23.5896593588802,-46.4993108412476
37921422,-23.606938,-46.689908
399631222,-23.6326377991511,-46.6660137202377
37763322,-23.5383255079375,-46.6458835337296
394551022,-23.5372006985769,-46.5464936269836
30496223,-23.5933039389921,-46.7306296588955
399661222,-23.5050658757712,-46.6954538220901
394591022,-23.602793,-46.607398
399691222,-23.5285258643643,-46.454421441803
37316122,-23.486794,-46.76058
37727322,-23.5959212192324,-46.731233145998
394061022,-23.5710498336749,-46.6521265251312
37320122,-23.492458,-46.717151
399681222,-23.545997,-46.646297
38375722,-23.599202,-46.62949
394571022,-23.625806,-46.62181
30495223,-23.5131460927366,-46.7458465478678
399231222,-23.5908089334517,-46.54123505159
30497223,-23.579221563009,-46.5582296647239
393971022,-23.522667,-46.69579
394091022,-23.593764,-46.739727
397911222,-23.58927532313,-46.6709676650124
39990320,-23.6728424731935,-46.688872204331
38648822,-22.9626693555292,-47.0095116448326
393171022,-23.5829601285519,-46.7172489157165
8054225,-22.8419576374449,-47.2213801423575
38619822,-23.5511199642943,-46.317749661377
394451022,-23.5976331076755,-46.6501181693115
396441122,-23.492311,-46.715067
397811122,-23.5865654483318,-46.6399585717583
394761022,-23.6788843063668,-46.5577542698364
395001122,-23.525701,-46.766282
30624223,-23.604576,-46.60543
37987522,-23.596133,-46.731574
38229622,-23.6106533730302,-46.6651300294304
393591022,-23.601281699203,-46.6371884404755
366521121,-23.5365009649356,-46.5395702711639
38384722,-23.484477,-46.611605
3385320,-23.5942156628355,-46.7373078355042
39021922,-23.6069591840661,-46.6705158965671
37990522,-23.5832033158037,-46.7369255816841
371791221,-22.766651210868,-47.3479669840698
30195123,-23.487775,-46.634738
37808322,-22.9158745800036,-47.0459979472561
390901022,-23.604485,-46.674006
90912210,-23.604485,-46.674006
37439122,-23.615329151789,-46.6800338012581
38419722,-23.6474493231433,-46.6427296773902
394251022,-23.556984,-46.685144
30097123,-23.6090959966594,-46.6122609466198
37586222,-23.690406,-46.686939
38233622,-23.5658907544846,-46.744060364418
355320,-23.6404306,-46.6977934
37776322,-23.62435,-46.690814
30132123,-23.6163819409388,-46.6800905570431
39033922,-23.557173,-46.635767
392061022,-23.532975,-46.674325
37580222,-22.8966451550281,-47.067504682209
39037922,-23.5903610586093,-46.628668754631
37437122,-23.585037,-46.673086
398231222,-23.5028009722916,-46.6333404785042
37463122,-23.6410152868092,-46.7647110085984
38602822,-22.8665681217998,-47.2374861270752
37657222,-23.4834193416492,-46.8665921165676
31167523,-23.5362320435164,-46.7056358368053
38085522,-23.5683177475514,-46.6932700552254
38087522,-23.6143203391382,-46.6663464110451
398031222,-23.5778510310868,-46.6428937504446
38797922,-23.560420469337,-46.6825002530562
39018922,-23.5965436058313,-46.6738661312828
37975422,-23.558074,-46.663479
37971422,-23.558703,-46.6626591865082
37938422,-23.610289,-46.662316
38923922,-23.5782467216224,-46.6400073142775
397511122,-23.511254,-46.431008
4565213,-22.918288,-47.108103
37658222,-23.571532,-46.706632
38401722,-23.460378,-46.593585
30203123,-23.5480937039758,-46.6915186908073
37493122,-23.6314456820484,-46.7292225152054
36045821,-23.599999,-46.682694
30493223,-23.557991,-46.666313
38666822,-23.591379,-46.637264
38269722,-23.4870792051799,-46.8687123214264
38263622,-23.544495,-46.690622
38956922,-23.6173870857934,-46.8760437721748
393471022,-23.645017,-46.741295
35093521,-23.581411,-46.81108
38139622,-23.5980276566292,-46.670982171793
37659222,-23.615968,-46.628133
37655222,-23.6040164705871,-46.6477786944428
37656222,-23.6040146879918,-46.6476861068153
35947319,-23.5307398550108,-46.5410553855146
30135123,-23.529201,-46.675639
38008522,-22.890475,-47.044714
38599822,-23.5714377527748,-46.8066857255478
38235622,-23.5582424260039,-46.6733332123032
96802211,-23.558409,-46.673124
8547228,-23.558113,-46.673294
38545822,-23.558113,-46.673294
99240201,-22.5889740288305,-47.4229275939178
38411722,-23.5268952506866,-46.8152735595246
38642822,-23.523421,-46.525758
399981222,-23.503632540321,-46.877073682209
38392722,-23.4507930892931,-46.5568478220902
38055522,-23.582934,-46.648697
32812418,-23.5995569100733,-46.6599335803566
38537822,-23.5918197481788,-46.6375222270184
38557822,-23.5921352658338,-46.6370179717236
11915238,-22.8106988756895,-47.2363587439957
38465822,-22.713696,-47.32474
9027229,-23.457085843921,-46.4376939067459
38016522,-23.4571055282969,-46.437715364418
35475621,-23.5452289838876,-46.5891993133011
38115522,-23.5452521917025,-46.5891956699753
7819223,-23.4097532343158,-46.3804700416641
37950422,-23.623596028587,-46.7109513136444
393711022,-23.5400889570249,-46.3473222980614
7772223,-23.707203,-46.564485
34757421,-23.7071469854992,-46.5644164871025
38104522,-23.468139,-46.66819
38117522,-23.5483113603246,-46.6881206908073
368841121,-22.691657,-47.662382
38246622,-22.75264,-47.618459
371361221,-23.5669429802218,-46.8109341742744
39026922,-23.5680446637055,-46.7015052468262
35871721,-23.4896537596401,-46.6181196269836
35872721,-23.5549656468868,-46.6777703974838
37520122,-23.561162727477,-46.5874116844282
38223622,-23.597237776843,-46.7512834490738
2118208,-23.5091290081507,-46.418854433958
37764322,-23.552013,-46.617487
38469822,-23.5056483270547,-46.7143065681229
7640222,-23.534950150238,-46.4514510624962
38872922,-23.56668,-46.476168
30145123,-23.5063827018624,-46.562297953373
30147123,-23.5063407577713,-46.5623559447746
30146123,-23.506369,-46.562294
38252622,-23.57344,-46.449469
34685421,-23.5198501797333,-46.6646084723873
37765322,-23.674939,-46.709139
93622210,-23.6181788622082,-46.477245364418
393601022,-23.6181962396075,-46.4772051312828
39053922,-23.535111,-46.490359
98752212,-23.5776954933083,-46.4404580502624
38341722,-23.552027,-46.554751
38080522,-23.5613481210019,-46.6876187840614
38669822,-22.9734826382864,-47.003800162468
393691022,-23.4685073810031,-46.5909497202377
368131121,-23.5249622056818,-46.6502330674591
38643822,-22.737807,-47.347294
394301022,-22.8356763106646,-47.2182057221985
30799323,-22.8390282769326,-47.2164247354126
38047522,-22.8968790191721,-47.2192908968201
38576822,-23.581765315469,-46.5559469054184
7639222,-23.6677474229723,-46.7228979669342
30181123,-22.7124301436221,-47.6446973263893
